X,CH1,CH2,
Second,Volt,Volt,
-5.40000e-01,1.00e-01,-7.99e-02
-5.38828e-01,1.00e-01,-7.99e-02
-5.37656e-01,1.00e-01,-7.99e-02
-5.36485e-01,1.00e-01,-7.99e-02
-5.35313e-01,1.00e-01,-7.99e-02
-5.34141e-01,1.00e-01,-7.99e-02
-5.32969e-01,1.00e-01,-7.99e-02
-5.31797e-01,1.00e-01,-7.99e-02
-5.30625e-01,1.60e-01,-6.00e-02
-5.29453e-01,1.00e-01,-6.00e-02
-5.28281e-01,1.00e-01,-6.00e-02
-5.27109e-01,1.20e-01,-7.99e-02
-5.25938e-01,1.20e-01,-7.99e-02
-5.24766e-01,1.20e-01,-7.99e-02
-5.23594e-01,1.00e-01,-6.00e-02
-5.22422e-01,1.60e-01,-6.00e-02
-5.21250e-01,1.80e-01,-6.00e-02
-5.20078e-01,1.00e-01,-6.00e-02
-5.18906e-01,1.00e-01,-6.00e-02
-5.17735e-01,1.60e-01,-6.00e-02
-5.16563e-01,1.00e-01,-7.99e-02
-5.15391e-01,1.40e-01,-7.99e-02
-5.14219e-01,1.00e-01,-7.99e-02
-5.13047e-01,1.40e-01,-6.00e-02
-5.11875e-01,1.20e-01,-6.00e-02
-5.10703e-01,1.00e-01,-6.00e-02
-5.09531e-01,1.40e-01,-6.00e-02
-5.08359e-01,1.20e-01,-6.00e-02
-5.07188e-01,1.20e-01,-6.00e-02
-5.06016e-01,7.99e-02,-7.99e-02
-5.04844e-01,1.40e-01,-6.00e-02
-5.03672e-01,1.60e-01,-6.00e-02
-5.02500e-01,1.00e-01,-6.00e-02
-5.01328e-01,1.20e-01,-4.00e-02
-5.00156e-01,1.20e-01,-6.00e-02
-4.98984e-01,1.20e-01,-6.00e-02
-4.97813e-01,1.00e-01,-6.00e-02
-4.96641e-01,1.40e-01,-4.00e-02
-4.95469e-01,1.20e-01,-4.00e-02
-4.94297e-01,1.20e-01,-6.00e-02
-4.93125e-01,1.00e-01,-7.99e-02
-4.91953e-01,1.40e-01,-6.00e-02
-4.90781e-01,1.40e-01,-6.00e-02
-4.89610e-01,1.60e-01,-7.99e-02
-4.88438e-01,1.00e-01,-6.00e-02
-4.87266e-01,1.40e-01,-6.00e-02
-4.86094e-01,1.00e-01,-6.00e-02
-4.84922e-01,7.99e-02,-7.99e-02
-4.83750e-01,1.00e-01,-6.00e-02
-4.82578e-01,1.60e-01,-6.00e-02
-4.81406e-01,1.40e-01,-6.00e-02
-4.80234e-01,1.20e-01,-6.00e-02
-4.79063e-01,1.00e-01,-6.00e-02
-4.77891e-01,1.20e-01,-6.00e-02
-4.76719e-01,1.60e-01,-6.00e-02
-4.75547e-01,1.00e-01,-6.00e-02
-4.74375e-01,1.00e-01,-6.00e-02
-4.73203e-01,1.20e-01,-4.00e-02
-4.72031e-01,1.60e-01,-6.00e-02
-4.70860e-01,1.20e-01,-6.00e-02
-4.69687e-01,1.20e-01,-7.99e-02
-4.68516e-01,1.40e-01,-7.99e-02
-4.67344e-01,1.00e-01,-6.00e-02
-4.66172e-01,1.00e-01,-6.00e-02
-4.65000e-01,1.00e-01,-7.99e-02
-4.63828e-01,1.00e-01,-6.00e-02
-4.62656e-01,1.40e-01,-7.99e-02
-4.61484e-01,1.20e-01,-6.00e-02
-4.60313e-01,1.40e-01,-6.00e-02
-4.59141e-01,1.40e-01,-4.00e-02
-4.57969e-01,1.00e-01,-6.00e-02
-4.56797e-01,1.00e-01,-6.00e-02
-4.55625e-01,1.00e-01,-4.00e-02
-4.54453e-01,1.20e-01,-6.00e-02
-4.53281e-01,1.20e-01,-6.00e-02
-4.52109e-01,1.20e-01,-7.99e-02
-4.50938e-01,1.20e-01,-6.00e-02
-4.49766e-01,1.80e-01,-6.00e-02
-4.48594e-01,1.00e-01,-6.00e-02
-4.47422e-01,1.20e-01,-6.00e-02
-4.46250e-01,1.40e-01,-6.00e-02
-4.45078e-01,1.60e-01,-7.99e-02
-4.43906e-01,1.20e-01,-6.00e-02
-4.42735e-01,1.00e-01,-6.00e-02
-4.41563e-01,1.60e-01,-7.99e-02
-4.40391e-01,1.00e-01,-6.00e-02
-4.39219e-01,1.00e-01,-6.00e-02
-4.38047e-01,1.00e-01,-7.99e-02
-4.36875e-01,1.20e-01,-6.00e-02
-4.35703e-01,1.40e-01,-4.00e-02
-4.34531e-01,1.20e-01,-6.00e-02
-4.33359e-01,1.00e-01,-6.00e-02
-4.32188e-01,1.20e-01,-6.00e-02
-4.31016e-01,1.40e-01,-6.00e-02
-4.29844e-01,1.00e-01,-7.99e-02
-4.28672e-01,1.20e-01,-7.99e-02
-4.27500e-01,1.20e-01,-6.00e-02
-4.26328e-01,1.20e-01,-7.99e-02
-4.25156e-01,1.20e-01,-6.00e-02
-4.23985e-01,1.40e-01,-7.99e-02
-4.22812e-01,1.20e-01,-6.00e-02
-4.21641e-01,1.20e-01,-6.00e-02
-4.20469e-01,1.20e-01,-7.99e-02
-4.19297e-01,1.40e-01,-6.00e-02
-4.18125e-01,1.00e-01,-6.00e-02
-4.16953e-01,1.20e-01,-6.00e-02
-4.15781e-01,1.20e-01,-4.00e-02
-4.14609e-01,1.20e-01,-7.99e-02
-4.13438e-01,1.00e-01,-6.00e-02
-4.12266e-01,1.20e-01,-6.00e-02
-4.11094e-01,1.20e-01,-6.00e-02
-4.09922e-01,7.99e-02,-6.00e-02
-4.08750e-01,1.20e-01,-6.00e-02
-4.07578e-01,1.00e-01,-6.00e-02
-4.06406e-01,1.00e-01,-6.00e-02
-4.05234e-01,1.40e-01,-1.00e-01
-4.04063e-01,1.20e-01,-7.99e-02
-4.02891e-01,1.00e-01,-6.00e-02
-4.01719e-01,1.00e-01,-4.00e-02
-4.00547e-01,1.20e-01,-4.00e-02
-3.99375e-01,1.60e-01,-6.00e-02
-3.98203e-01,1.20e-01,-6.00e-02
-3.97031e-01,1.20e-01,-6.00e-02
-3.95860e-01,1.20e-01,-6.00e-02
-3.94688e-01,1.40e-01,-6.00e-02
-3.93516e-01,1.20e-01,-6.00e-02
-3.92344e-01,1.00e-01,-6.00e-02
-3.91172e-01,1.40e-01,-4.00e-02
-3.90000e-01,1.40e-01,-6.00e-02
-3.88828e-01,1.00e-01,-4.00e-02
-3.87656e-01,1.20e-01,-6.00e-02
-3.86484e-01,1.00e-01,-1.00e-01
-3.85313e-01,1.60e-01,-4.00e-02
-3.84141e-01,1.60e-01,-6.00e-02
-3.82969e-01,1.00e-01,-6.00e-02
-3.81797e-01,1.40e-01,-6.00e-02
-3.80625e-01,1.40e-01,-7.99e-02
-3.79453e-01,1.20e-01,-6.00e-02
-3.78281e-01,1.00e-01,-6.00e-02
-3.77110e-01,1.00e-01,-6.00e-02
-3.75937e-01,1.20e-01,-6.00e-02
-3.74766e-01,1.00e-01,-6.00e-02
-3.73594e-01,1.00e-01,-7.99e-02
-3.72422e-01,1.00e-01,-7.99e-02
-3.71250e-01,7.99e-02,-6.00e-02
-3.70078e-01,1.00e-01,-6.00e-02
-3.68906e-01,1.20e-01,-6.00e-02
-3.67734e-01,1.00e-01,-6.00e-02
-3.66563e-01,1.40e-01,-6.00e-02
-3.65391e-01,1.20e-01,-7.99e-02
-3.64219e-01,1.20e-01,-6.00e-02
-3.63047e-01,1.00e-01,-6.00e-02
-3.61875e-01,1.60e-01,-6.00e-02
-3.60703e-01,1.40e-01,-6.00e-02
-3.59531e-01,1.40e-01,-6.00e-02
-3.58359e-01,1.40e-01,-6.00e-02
-3.57188e-01,1.20e-01,-6.00e-02
-3.56016e-01,1.20e-01,-6.00e-02
-3.54844e-01,1.40e-01,-6.00e-02
-3.53672e-01,1.00e-01,-6.00e-02
-3.52500e-01,1.40e-01,-6.00e-02
-3.51328e-01,1.60e-01,-6.00e-02
-3.50156e-01,1.20e-01,-6.00e-02
-3.48985e-01,1.00e-01,-6.00e-02
-3.47813e-01,1.60e-01,-6.00e-02
-3.46641e-01,1.00e-01,-7.99e-02
-3.45469e-01,1.60e-01,-6.00e-02
-3.44297e-01,1.40e-01,-6.00e-02
-3.43125e-01,1.40e-01,-7.99e-02
-3.41953e-01,1.40e-01,-6.00e-02
-3.40781e-01,1.00e-01,-6.00e-02
-3.39609e-01,1.60e-01,-7.99e-02
-3.38438e-01,1.40e-01,-6.00e-02
-3.37266e-01,1.00e-01,-7.99e-02
-3.36094e-01,1.40e-01,-6.00e-02
-3.34922e-01,1.20e-01,-6.00e-02
-3.33750e-01,1.00e-01,-6.00e-02
-3.32578e-01,1.20e-01,-6.00e-02
-3.31406e-01,1.40e-01,-7.99e-02
-3.30235e-01,1.60e-01,-6.00e-02
-3.29062e-01,1.40e-01,-7.99e-02
-3.27891e-01,1.00e-01,-6.00e-02
-3.26719e-01,1.20e-01,-6.00e-02
-3.25547e-01,1.00e-01,-6.00e-02
-3.24375e-01,1.40e-01,-6.00e-02
-3.23203e-01,1.40e-01,-6.00e-02
-3.22031e-01,1.20e-01,-6.00e-02
-3.20859e-01,1.00e-01,-6.00e-02
-3.19688e-01,1.00e-01,-6.00e-02
