X,CH1,CH2,
Second,Volt,Volt,
-3.28000e-01,1.20e-01,-6.00e-02
-3.27531e-01,1.20e-01,-6.00e-02
-3.27063e-01,1.20e-01,-6.00e-02
-3.26594e-01,1.20e-01,-6.00e-02
-3.26125e-01,1.20e-01,-6.00e-02
-3.25656e-01,1.20e-01,-6.00e-02
-3.25188e-01,1.20e-01,-6.00e-02
-3.24719e-01,1.20e-01,-6.00e-02
-3.24250e-01,7.99e-02,-6.00e-02
-3.23781e-01,7.99e-02,-7.99e-02
-3.23312e-01,7.99e-02,-6.00e-02
-3.22844e-01,7.99e-02,-6.00e-02
-3.22375e-01,1.20e-01,-7.99e-02
-3.21906e-01,7.99e-02,-6.00e-02
-3.21438e-01,7.99e-02,-6.00e-02
-3.20969e-01,1.20e-01,-6.00e-02
-3.20500e-01,7.99e-02,-7.99e-02
-3.20031e-01,7.99e-02,-6.00e-02
-3.19563e-01,1.20e-01,-6.00e-02
-3.19094e-01,7.99e-02,-6.00e-02
-3.18625e-01,1.20e-01,-6.00e-02
-3.18156e-01,7.99e-02,-6.00e-02
-3.17687e-01,1.60e-01,-7.99e-02
-3.17219e-01,1.20e-01,-7.99e-02
-3.16750e-01,1.20e-01,-6.00e-02
-3.16281e-01,7.99e-02,-6.00e-02
-3.15813e-01,1.20e-01,-6.00e-02
-3.15344e-01,7.99e-02,-6.00e-02
-3.14875e-01,7.99e-02,-6.00e-02
-3.14406e-01,1.20e-01,-4.00e-02
-3.13938e-01,1.20e-01,-6.00e-02
-3.13469e-01,1.60e-01,-6.00e-02
-3.13000e-01,7.99e-02,-6.00e-02
-3.12531e-01,7.99e-02,-6.00e-02
-3.12063e-01,7.99e-02,-6.00e-02
-3.11594e-01,1.20e-01,-7.99e-02
-3.11125e-01,7.99e-02,-6.00e-02
-3.10656e-01,7.99e-02,-6.00e-02
-3.10188e-01,1.20e-01,-6.00e-02
-3.09719e-01,1.20e-01,-6.00e-02
-3.09250e-01,1.60e-01,-6.00e-02
-3.08781e-01,7.99e-02,-6.00e-02
-3.08313e-01,1.20e-01,-7.99e-02
-3.07844e-01,1.20e-01,-7.99e-02
-3.07375e-01,1.20e-01,-6.00e-02
-3.06906e-01,1.20e-01,-6.00e-02
-3.06438e-01,1.60e-01,-6.00e-02
-3.05969e-01,7.99e-02,-6.00e-02
-3.05500e-01,1.20e-01,-6.00e-02
-3.05031e-01,1.20e-01,-6.00e-02
-3.04563e-01,1.20e-01,-6.00e-02
-3.04094e-01,1.60e-01,-6.00e-02
-3.03625e-01,7.99e-02,-6.00e-02
-3.03156e-01,1.60e-01,-6.00e-02
-3.02687e-01,7.99e-02,-6.00e-02
-3.02219e-01,7.99e-02,-6.00e-02
-3.01750e-01,1.20e-01,-6.00e-02
-3.01281e-01,7.99e-02,-6.00e-02
-3.00813e-01,7.99e-02,-6.00e-02
-3.00344e-01,1.20e-01,-6.00e-02
-2.99875e-01,7.99e-02,-6.00e-02
-2.99406e-01,7.99e-02,-4.00e-02
-2.98938e-01,1.20e-01,-6.00e-02
-2.98469e-01,1.20e-01,-6.00e-02
-2.98000e-01,7.99e-02,-6.00e-02
-2.97531e-01,1.20e-01,-6.00e-02
-2.97062e-01,7.99e-02,-6.00e-02
-2.96594e-01,7.99e-02,-6.00e-02
-2.96125e-01,1.20e-01,-6.00e-02
-2.95656e-01,7.99e-02,-6.00e-02
-2.95188e-01,1.20e-01,-7.99e-02
-2.94719e-01,1.20e-01,-6.00e-02
-2.94250e-01,7.99e-02,-1.00e-01
-2.93781e-01,7.99e-02,-6.00e-02
-2.93313e-01,1.20e-01,-6.00e-02
-2.92844e-01,7.99e-02,-6.00e-02
-2.92375e-01,1.20e-01,-6.00e-02
-2.91906e-01,7.99e-02,-6.00e-02
-2.91438e-01,1.20e-01,-7.99e-02
-2.90969e-01,1.20e-01,-6.00e-02
