X;CH1;CH2;
Second;Volt;Volt;
-1,32000e-01;7,99e-02;-6,00e-02
-1,31883e-01;7,99e-02;-6,00e-02
-1,31766e-01;7,99e-02;-6,00e-02
-1,31648e-01;7,99e-02;-6,00e-02
-1,31531e-01;7,99e-02;-6,00e-02
-1,31414e-01;7,99e-02;-6,00e-02
-1,31297e-01;7,99e-02;-6,00e-02
-1,31180e-01;7,99e-02;-6,00e-02
-1,31063e-01;7,99e-02;-4,00e-02
-1,30945e-01;1,20e-01;-6,00e-02
-1,30828e-01;1,60e-01;-6,00e-02
-1,30711e-01;1,20e-01;-4,00e-02
-1,30594e-01;7,99e-02;-7,99e-02
-1,30477e-01;7,99e-02;-7,99e-02
-1,30359e-01;1,60e-01;-6,00e-02
-1,30242e-01;1,20e-01;-6,00e-02
-1,30125e-01;1,20e-01;-6,00e-02
-1,30008e-01;1,20e-01;-7,99e-02
-1,29891e-01;1,20e-01;-6,00e-02
-1,29773e-01;1,60e-01;-6,00e-02
-1,29656e-01;1,20e-01;-6,00e-02
-1,29539e-01;7,99e-02;-6,00e-02
-1,29422e-01;7,99e-02;-6,00e-02
-1,29305e-01;7,99e-02;-6,00e-02
-1,29188e-01;7,99e-02;-6,00e-02
-1,29070e-01;1,20e-01;-6,00e-02
-1,28953e-01;1,20e-01;-7,99e-02
-1,28836e-01;1,60e-01;-6,00e-02
-1,28719e-01;1,60e-01;-6,00e-02
-1,28602e-01;7,99e-02;-6,00e-02
-1,28484e-01;7,99e-02;-6,00e-02
-1,28367e-01;1,20e-01;-6,00e-02
-1,28250e-01;1,60e-01;-6,00e-02
-1,28133e-01;7,99e-02;-7,99e-02
-1,28016e-01;7,99e-02;-6,00e-02
-1,27898e-01;1,20e-01;-6,00e-02
-1,27781e-01;1,20e-01;-7,99e-02
-1,27664e-01;1,20e-01;-6,00e-02
-1,27547e-01;7,99e-02;-6,00e-02
-1,27430e-01;7,99e-02;-7,99e-02
-1,27313e-01;1,20e-01;-6,00e-02
-1,27195e-01;7,99e-02;-7,99e-02
-1,27078e-01;7,99e-02;-6,00e-02
-1,26961e-01;7,99e-02;-6,00e-02
-1,26844e-01;7,99e-02;-6,00e-02
-1,26727e-01;7,99e-02;-7,99e-02
-1,26609e-01;7,99e-02;-6,00e-02
-1,26492e-01;1,20e-01;-6,00e-02
-1,26375e-01;1,20e-01;-6,00e-02
-1,26258e-01;1,20e-01;-6,00e-02
-1,26141e-01;7,99e-02;-7,99e-02
-1,26023e-01;1,20e-01;-7,99e-02
-1,25906e-01;7,99e-02;-7,99e-02
-1,25789e-01;1,20e-01;-7,99e-02
-1,25672e-01;1,20e-01;-7,99e-02
-1,25555e-01;1,20e-01;-6,00e-02
-1,25438e-01;7,99e-02;-6,00e-02
-1,25320e-01;1,60e-01;-6,00e-02
-1,25203e-01;1,20e-01;-6,00e-02
-1,25086e-01;7,99e-02;-6,00e-02
-1,24969e-01;1,20e-01;-6,00e-02
-1,24852e-01;7,99e-02;-6,00e-02
-1,24734e-01;1,20e-01;-6,00e-02
-1,24617e-01;1,20e-01;-6,00e-02
-1,24500e-01;1,20e-01;-6,00e-02
-1,24383e-01;7,99e-02;-6,00e-02
-1,24266e-01;1,20e-01;-6,00e-02
-1,24148e-01;1,60e-01;-6,00e-02
-1,24031e-01;7,99e-02;-6,00e-02
-1,23914e-01;7,99e-02;-6,00e-02
-1,23797e-01;1,20e-01;-1,00e-01
-1,23680e-01;7,99e-02;-6,00e-02
-1,23562e-01;1,20e-01;-6,00e-02
-1,23445e-01;1,20e-01;-7,99e-02
-1,23328e-01;7,99e-02;-6,00e-02
-1,23211e-01;7,99e-02;-6,00e-02
-1,23094e-01;1,20e-01;-6,00e-02
-1,22977e-01;7,99e-02;-6,00e-02
-1,22859e-01;7,99e-02;-6,00e-02
-1,22742e-01;7,99e-02;-6,00e-02
-1,22625e-01;7,99e-02;-6,00e-02
-1,22508e-01;7,99e-02;-6,00e-02
-1,22391e-01;1,20e-01;-6,00e-02
-1,22273e-01;7,99e-02;-6,00e-02
-1,22156e-01;7,99e-02;-6,00e-02
-1,22039e-01;7,99e-02;-6,00e-02
-1,21922e-01;7,99e-02;-7,99e-02
-1,21805e-01;1,20e-01;-6,00e-02
-1,21688e-01;7,99e-02;-6,00e-02
-1,21570e-01;7,99e-02;-6,00e-02
-1,21453e-01;7,99e-02;-6,00e-02
-1,21336e-01;1,60e-01;-6,00e-02
-1,21219e-01;1,20e-01;-6,00e-02
-1,21102e-01;1,20e-01;-6,00e-02
-1,20984e-01;1,20e-01;-7,99e-02
-1,20867e-01;1,20e-01;-6,00e-02
-1,20750e-01;1,60e-01;-6,00e-02
-1,20633e-01;1,20e-01;-6,00e-02
-1,20516e-01;1,20e-01;-7,99e-02
-1,20398e-01;7,99e-02;-7,99e-02
-1,20281e-01;1,20e-01;-6,00e-02
-1,20164e-01;7,99e-02;-6,00e-02
-1,20047e-01;1,20e-01;-6,00e-02
-1,19930e-01;1,20e-01;-6,00e-02
-1,19813e-01;7,99e-02;-6,00e-02
-1,19695e-01;7,99e-02;-6,00e-02
-1,19578e-01;1,20e-01;-6,00e-02
-1,19461e-01;7,99e-02;-6,00e-02
-1,19344e-01;1,60e-01;-6,00e-02
-1,19227e-01;7,99e-02;-6,00e-02
-1,19109e-01;1,20e-01;-4,00e-02
-1,18992e-01;7,99e-02;-6,00e-02
-1,18875e-01;1,60e-01;-7,99e-02
-1,18758e-01;1,60e-01;-6,00e-02
-1,18641e-01;7,99e-02;-6,00e-02
-1,18523e-01;1,20e-01;-4,00e-02
-1,18406e-01;1,20e-01;-6,00e-02
-1,18289e-01;7,99e-02;-6,00e-02
-1,18172e-01;1,20e-01;-6,00e-02
-1,18055e-01;1,20e-01;-6,00e-02
-1,17938e-01;7,99e-02;-7,99e-02
-1,17820e-01;1,20e-01;-6,00e-02
-1,17703e-01;1,60e-01;-7,99e-02
-1,17586e-01;1,20e-01;-6,00e-02
-1,17469e-01;1,20e-01;-6,00e-02
-1,17352e-01;1,20e-01;-6,00e-02
-1,17234e-01;7,99e-02;-6,00e-02
-1,17117e-01;7,99e-02;-6,00e-02
-1,17000e-01;1,20e-01;-7,99e-02
-1,16883e-01;2,00e-01;-6,00e-02
-1,16766e-01;7,99e-02;-6,00e-02
-1,16648e-01;7,99e-02;-7,99e-02
-1,16531e-01;1,20e-01;-6,00e-02
-1,16414e-01;7,99e-02;-4,00e-02
-1,16297e-01;1,20e-01;-6,00e-02
-1,16180e-01;7,99e-02;-6,00e-02
-1,16063e-01;7,99e-02;-6,00e-02
-1,15945e-01;1,60e-01;-6,00e-02
-1,15828e-01;1,60e-01;-6,00e-02
-1,15711e-01;7,99e-02;-6,00e-02
-1,15594e-01;7,99e-02;-6,00e-02
-1,15477e-01;7,99e-02;-6,00e-02
-1,15359e-01;7,99e-02;-4,00e-02
-1,15242e-01;1,20e-01;-6,00e-02
-1,15125e-01;1,60e-01;-6,00e-02
-1,15008e-01;7,99e-02;-6,00e-02
-1,14891e-01;1,20e-01;-6,00e-02
-1,14773e-01;1,20e-01;-6,00e-02
-1,14656e-01;7,99e-02;-7,99e-02
-1,14539e-01;1,60e-01;-6,00e-02
-1,14422e-01;1,20e-01;-6,00e-02
-1,14305e-01;1,60e-01;-6,00e-02
-1,14188e-01;1,20e-01;-6,00e-02
-1,14070e-01;1,20e-01;-6,00e-02
-1,13953e-01;1,20e-01;-6,00e-02
-1,13836e-01;1,60e-01;-7,99e-02
-1,13719e-01;1,60e-01;-7,99e-02
-1,13602e-01;1,60e-01;-6,00e-02
-1,13484e-01;7,99e-02;-6,00e-02
-1,13367e-01;7,99e-02;-7,99e-02
-1,13250e-01;7,99e-02;-6,00e-02
-1,13133e-01;7,99e-02;-7,99e-02
-1,13016e-01;1,20e-01;-6,00e-02
-1,12898e-01;1,20e-01;-6,00e-02
-1,12781e-01;7,99e-02;-6,00e-02
-1,12664e-01;1,20e-01;-6,00e-02
-1,12547e-01;7,99e-02;-6,00e-02
-1,12430e-01;1,20e-01;-6,00e-02
-1,12313e-01;1,60e-01;-6,00e-02
-1,12195e-01;1,20e-01;-1,00e-01
-1,12078e-01;7,99e-02;-7,99e-02
-1,11961e-01;1,20e-01;-6,00e-02
-1,11844e-01;1,20e-01;-7,99e-02
-1,11727e-01;1,20e-01;-6,00e-02
-1,11609e-01;1,20e-01;-6,00e-02
-1,11492e-01;7,99e-02;-6,00e-02
-1,11375e-01;7,99e-02;-6,00e-02
-1,11258e-01;1,20e-01;-6,00e-02
-1,11141e-01;1,20e-01;-7,99e-02
-1,11023e-01;7,99e-02;-7,99e-02
-1,10906e-01;1,20e-01;-6,00e-02
-1,10789e-01;1,20e-01;-6,00e-02
-1,10672e-01;7,99e-02;-4,00e-02
-1,10555e-01;1,60e-01;-6,00e-02
-1,10438e-01;1,20e-01;-6,00e-02
-1,10320e-01;7,99e-02;-6,00e-02
-1,10203e-01;7,99e-02;-6,00e-02
