26778	30333	29111	26444	30444	28778	31111	32778	32333	33000	34000	35444	32889	29778	32444	28111	28111
25490	31318	31691	26076	29876	28473	32338	31109	30727	36129	39005	35362	35493	31520	32816	32747	30385
29656	29767	34366	28018	33588	32081	36905	34565	33309	36650	37110	34969	32921	30962	36042	33978	37884
28528	26910	31493	26821	29983	32241	34903	34723	31599	35357	29968	33291	33011	30426	31047	31144	31441
31213	29045	29275	23747	27781	29810	34062	32890	32114	34618	34902	37812	36251	31230	31801	31750	34117
31559	28490	25423	28552	31045	27555	35295	34256	34547	34606	36360	36276	36032	30217	29054	30981	32125
32210	28940	23961	27552	33971	30490	32141	35231	34742	32800	33992	33959	36711	31159	32188	32421	28750
30210	30189	29179	25254	33970	29632	30880	33489	35992	31481	31027	35005	31344	33850	34174	30376	27599
28367	29434	28883	30309	25871	32545	32805	33636	34744	30958	33131	35728	31087	36257	32741	32895	30298
31622	27172	29869	31262	24537	32431	34654	35698	32643	32790	34573	34390	35031	34543	33310	34619	33562
31661	25844	28636	31598	29176	31705	37781	37648	33477	34402	33314	35346	36485	31208	32163	32182	29521
27961	31587	25191	29099	33673	34111	34415	37325	33560	36057	33173	36358	37177	33161	30333	33339	23162
25994	34066	28284	25718	34884	30855	31116	32303	35513	33529	28941	31134	31011	32241	27507	33957	26893
27142	26123	27759	28776	29109	29251	31306	32547	34250	34041	30052	28884	31403	32019	30890	30446	31723
28148	26064	26026	30347	29671	34198	33379	34191	34978	36306	34899	28433	34992	31201	34277	29962	31729
31439	24259	27541	30928	32976	34768	32716	38018	32834	33058	34672	34371	34680	29678	33807	31474	31642
33281	25337	31143	29958	34644	34043	34651	34116	31772	29650	37624	34455	34846	32587	33902	33585	33340
39923	31918	30667	29680	32302	30337	35988	29772	31405	32369	33382	29349	35879	30925	32877	34670	32636
34102	28285	29874	30512	35071	36811	39243	32205	34132	31665	34034	32447	39174	37007	38735	30404	35069
26874	21750	25194	30066	32751	33541	33751	32787	34382	34349	34889	40919	36287	36001	34508	29405	34772
27265	26489	25825	25558	31988	35890	32918	32000	32756	36358	36297	39480	35285	36699	35668	34073	36594
30301	26442	28295	23863	33431	36960	30992	29592	30190	33786	34107	37062	36801	34939	31073	28032	36494
30669	22670	29131	29459	34560	36445	31901	30800	39233	34460	31023	36097	36779	37102	32336	28465	33019
31821	26431	31871	35967	32969	35719	35515	37404	41563	35669	30803	31533	35152	33775	29203	29871	36918
32279	30014	27832	32951	33456	32915	37022	34758	35101	34166	33826	29543	32852	33858	32293	28615	34271
31259	25463	32984	32183	31609	32191	37321	36928	39568	38137	38115	35533	40384	34202	38197	34343	33724
32019	29217	30491	26472	31064	36358	33269	41823	38070	35051	34612	35767	34317	34910	36967	33301	33348
25108	31465	35293	25371	34419	38879	34828	41144	36682	33351	34412	33354	33766	35721	30736	29991	32432
30879	27846	31111	27680	35463	31065	38564	39714	34892	35398	35585	39845	37298	38919	30093	30677	33493
29634	31214	32917	28511	35111	33494	40414	33773	39708	34597	34516	34045	31542	33828	31552	32408	30544
28680	28602	29114	33613	34820	35747	34357	34897	37138	33270	34025	34202	31954	28468	31065	28749	30829
30126	25888	32683	28721	30001	33843	37489	36830	35148	39958	28801	42101	30365	34212	30959	34277	26330
27966	32709	23503	32627	35941	28417	36045	35075	32171	38176	34097	30068	34274	39196	33086	25581	26245
27523	26672	30647	28991	37190	32662	35012	38867	41845	38365	34678	29850	37861	22486	33519	38531	30992
33599	33371	35074	33931	38005	37015	39478	42468	36001	37697	41329	35886	39230	29189	38342	32734	29627
32287	32540	34519	32941	37164	37452	38333	39848	32869	36397	35843	34709	34612	33270	30022	27533	31448
35491	32059	35942	31176	38563	35101	39779	35666	36970	38810	37494	36346	39202	34188	38620	29406	31956
40242	29238	37484	34170	34729	39936	46787	36725	40907	40285	40883	43371	36215	40683	34395	30247	34765
36243	32461	35285	33922	37610	42083	39463	33630	43424	36008	40069	42714	41038	41397	34723	38494	44250
29456	29384	36636	34811	35630	32826	30526	43756	34585	33478	36533	40566	37293	34304	28768	34419	30340
30023	29418	30181	32291	35921	32225	36707	33788	36765	34888	32119	35603	36420	37509	26431	29949	36172
29644	31560	36025	30513	32051	38516	40005	37123	34513	37709	39161	38113	42227	35483	34382	37448	34234
22510	34596	35529	35311	37819	35872	37027	33234	39773	33234	29100	34180	30134	34829	26217	36510	27424
20692	31787	31524	33269	32857	32721	36076	34376	34198	35573	36515	34299	34325	34639	31164	29049	26695
31258	27730	32446	25982	32511	38881	33325	34886	36564	32764	35640	35667	39986	35005	33437	30224	34677
37617	31335	32874	30430	32691	36533	35848	37113	42537	33074	32838	38107	32777	33990	33223	34566	33141
32318	27488	30282	28585	36622	34121	37243	37942	39193	34373	38451	34703	33462	37763	28337	33304	33275
32805	30717	30766	34637	33326	38425	35078	36758	38726	34757	34486	33348	33178	36891	28940	30286	33369
35073	38080	28532	35320	36883	34689	32209	35349	36450	35526	30290	33426	30018	34883	33382	30642	31923
49323	38664	32427	29857	38678	35883	37776	37513	39603	38683	44461	37906	36953	38033	39670	31543	36265
51629	36630	37854	33680	41094	36290	41063	39027	38220	42009	55003	39411	44690	34528	42201	38964	38416
38965	33864	35834	34870	35606	35317	41851	39116	36168	42649	46613	38068	40348	39648	39913	38623	42161
34409	35520	35194	37021	36246	35643	45564	41888	40982	40710	37181	40902	40493	44736	44440	39874	41383
34400	36937	36481	38853	42018	38819	49102	45456	39268	46494	42976	45563	41268	47788	48494	42518	48242
30179	33870	34498	32737	42217	37966	43381	38326	37257	41997	43853	41365	41394	42875	46681	42155	42784
42093	37013	37797	33607	44523	41555	42084	42317	45130	41113	46630	47630	45800	42085	47451	46377	42587
44775	34317	34942	35581	38754	41960	38546	45896	45859	40027	41495	46043	43468	39447	40910	45159	40746
36369	34354	31336	36983	31928	38002	37301	39727	40171	36847	32784	35752	36543	41168	36005	37391	34630
42117	30925	33039	39585	31998	37370	37581	36427	40588	34278	36374	38673	41282	39149	41040	36818	34435
39710	27075	32914	39866	34486	35872	36713	36934	41852	30673	38513	42664	38969	43415	38781	36132	42750
34259	30190	34290	39917	37819	33322	36415	38046	42691	35403	37849	40570	34004	47074	37816	34837	45134
37148	28835	33271	35787	37921	34671	37467	37704	45251	41256	40864	39074	36204	43093	41414	37890	39453
33836	29163	28388	36240	34234	35326	38092	40421	39006	40469	41183	44314	37405	45472	48267	41542	40355
30053	28259	30211	36400	36313	36238	37618	45276	40441	34207	40598	41957	39764	43825	43247	41656	41986
29412	28136	34624	39020	40059	42472	40454	42951	51383	36971	39206	37251	39260	46204	38052	38750	38989
30885	30870	35294	41392	36524	42111	41239	37003	44806	36201	40674	37656	37119	41371	36829	42046	37118
32092	31622	34559	40247	39694	43056	35947	40950	42601	34856	48814	46078	42502	40425	39502	41792	42192
33538	28992	35216	43669	41064	42782	40937	41394	46726	34617	41340	53041	41441	44527	39031	38743	41210
25677	32853	32040	41296	33904	40319	37814	36100	45274	39714	36292	46737	39045	37630	35193	38406	38646
26936	31791	30708	35114	36169	42350	39626	33518	41864	41360	38679	39823	45220	44631	37501	34962	43521
31839	30505	33779	34869	39954	42229	42592	38021	39856	44579	40472	42807	45851	43338	42558	38320	43302
34037	31953	40542	38798	38221	42421	44118	48523	45471	45898	35983	42050	38473	44746	44171	41138	41123
37102	32706	32818	40124	40883	40218	38109	44863	44085	38923	31559	41230	39820	52813	43031	46124	47829
36347	40408	43571	44984	46420	53653	44648	45722	50546	44375	38244	46656	43217	60398	39057	42840	55655
33979	35447	36592	34667	37622	39674	36886	40776	41225	40216	43795	44458	40640	45938	37049	39724	49583
32164	37549	35878	37166	45627	44506	43079	44273	41757	40808	45874	49777	45652	45343	46891	41580	45421
30803	42083	38562	35350	46941	45696	43703	38931	43451	39238	42123	43787	37571	46037	42216	41505	43859
34090	36670	35997	36979	45117	50366	43932	47947	47142	48877	45654	42439	42042	58123	41234	43674	46098
32584	39542	41301	39399	49163	53092	53783	49628	52288	46823	47285	42967	50918	46739	41842	46989	53927
50207	34798	42557	32492	50356	44541	50600	46824	51760	49377	47241	54607	48880	51855	47185	57980	39238
40115	40889	46498	38307	45326	43742	48859	43531	46367	42838	50057	47565	47675	50801	44967	45076	44191
37703	35266	34405	32396	41991	40775	45998	45145	39571	38860	39149	40247	42730	46924	41921	39184	43453
38217	38708	39670	35601	52745	43207	50192	38989	51977	43496	46471	44540	43818	45176	42254	42318	43810
41929	39029	44002	35024	40067	45065	48033	50893	33203	53884	48949	43078	38044	50962	46924	52897	38102
37282	40966	47537	24881	46078	51684	59358	57934	47535	51275	51874	47915	50881	53082	46977	50016	50678
40461	58958	48577	37432	54273	45684	49354	45087	39432	46568	59396	53112	40655	40657	39405	41550	42264
49129	56196	54042	42571	54300	57726	68235	56505	50091	63310	55406	58221	53650	49610	48415	42922	52874
48017	62758	56468	36149	62196	66017	67046	58583	50279	56367	60237	54163	57295	50962	49000	49620	51535
61165	60655	60984	40458	66810	87741	87418	78618	78641	92393	73319	86808	82809	77092	79345	69587	81523
54628	46520	48929	36062	51290	54527	60839	55003	48101	52774	55251	47984	47464	61931	46471	46755	52435
70253	55456	46646	40295	58190	51948	63888	57785	50904	58606	58275	60827	56239	65378	62966	67479	62656
60030	53144	51685	42501	59394	65628	66566	60179	58311	71236	76565	66050	74180	64818	74563	62423	55286
44176	47643	38307	42183	43696	46614	50492	51993	48338	48470	50938	51190	51898	76473	59880	56368	73505
51457	36948	34826	31296	39377	39509	47750	49157	41405	42976	49108	53428	54522	53229	53034	67405	57155
52634	44665	42885	32393	52783	49544	52307	44051	45944	58309	60374	55027	62999	54272	60405	56820	51711
49992	39671	39889	29240	47503	43842	47069	39321	40355	47760	51180	45501	50248	52754	46899	43580	57431
37719	40719	35639	31511	48078	47126	50454	41166	41236	53712	55642	45290	51498	55254	49439	43776	52401
48216	41904	36062	44049	43938	46175	46543	51984	49379	52498	60509	51742	51368	63862	58738	62937	48945
46407	32864	33365	43059	34297	47774	46582	51762	50195	47678	51024	53396	51214	55884	61697	51682	49292
42701	27014	36710	36945	37180	39113	44806	49018	51011	43870	47633	45617	50058	55725	54184	53356	46139
40491	36057	34320	37439	41347	39177	46646	50770	46485	45173	48230	48037	48633	57352	46767	56749	53591
59483	44092	34035	41793	43678	42782	47249	50123	47172	44824	57700	51731	50089	56377	42500	50023	59170
54633	40953	41292	48345	46709	47553	48336	52338	51666	49998	55380	55736	56177	62522	41269	48066	56180
40449	37323	41272	49641	43127	51710	51192	58166	57087	53454	48436	64715	58632	58821	55424	62187	49069
39347	39273	39356	39544	38765	47259	48543	54870	51564	45161	47894	58035	46860	57756	53924	57670	53179
61510	41163	45292	58665	45587	56369	51702	66973	75053	51953	53320	69768	59315	57869	58352	62761	63026
57439	38091	48020	68160	48177	55160	49095	63063	75930	53542	52989	68027	66719	53781	63538	68340	58002
42289	40450	41147	46520	44070	46077	49514	49526	53328	51854	54465	53782	59219	57096	64791	61352	54692
40200	43499	37541	37828	45212	45913	50917	46444	46948	46908	53103	47952	49975	51432	54840	47216	52395
44326	41489	45016	47593	51578	47154	47369	46863	55554	42622	44813	48477	45473	56910	49252	47004	56049
47170	41346	45445	54628	56085	50261	50518	47980	66029	48431	44947	53837	51317	63981	57876	54213	54152
45530	36824	44517	57567	54670	53894	50490	54583	67961	44142	44820	55807	52452	60077	58352	55058	47590
44001	33923	41939	55904	53334	50254	51093	57259	63612	48191	50946	58046	55554	48346	57548	57104	43925
43903	46558	48532	46287	56428	50273	52219	57691	63348	50470	52285	59258	57252	51527	56096	53706	50693
46503	53216	56749	67231	56829	58271	52024	64142	67634	50952	47325	60774	51351	55483	55758	51971	67025
48047	46494	55395	57991	56749	67684	61745	65185	64465	62793	57675	65749	54937	62442	56907	56035	59694
41852	44526	58150	47658	66516	71858	64847	57464	63095	64034	62387	67141	64299	58333	58494	58959	55177
38218	46145	60732	48626	67334	69989	64794	63919	71011	62412	65214	70066	69140	69409	61969	53400	65306
39764	42962	58806	50405	54861	68199	62869	57868	60245	64267	75625	62867	60272	89160	57481	47159	67518
40797	49462	81659	56922	70453	77892	75989	78351	70963	71327	79392	74444	74861	66379	66006	60812	58556
48397	67054	102022	64140	77872	95239	84654	98392	97290	91164	92927	94131	89203	81361	88087	76991	74252
38489	61987	70149	47755	60969	79966	74626	78835	78454	80166	70239	82684	77694	79915	78507	77853	58788
41917	54782	66070	52860	67547	76567	69321	75851	72063	83736	75717	72407	84174	79842	79939	73100	76292
52404	95665	92998	56103	100964	116535	93815	109045	98649	107262	77473	83082	92388	121368	85580	75807	83138
48604	65581	68705	66108	83479	77836	66606	78785	75422	78590	66342	85628	75349	68177	73047	79615	58783
48244	71381	64990	42089	78236	88751	84360	72976	69081	76922	79444	73147	82153	95000	68499	64079	72524
73829	63624	67276	36732	85477	76384	97158	66141	63287	85557	88776	77428	72815	71075	64475	63067	68059
