133667	124000	87000	100333	123000	114000	123333	115333	124667	114667	117667	107333	150333	120333	132667	161667
79099	72070	57409	74985	88474	95274	98350	101074	91414	90871	101986	93900	116298	110826	122628	117503
81013	61945	50360	84243	87880	88553	89355	92187	76996	58914	90204	82557	119120	86686	72983	113396
166414	116831	68029	129105	105110	155666	88709	81406	122103	169609	89029	121529	112747	95322	90606	116021
112156	85996	63392	95053	84431	106360	78298	77310	97834	113850	79082	89917	85003	89995	88459	80348
101422	74522	62435	69900	65369	82914	69109	72310	68606	83968	70551	62551	71937	76574	91179	60276
119839	81228	82461	82111	72783	97275	77990	88250	92095	117758	87268	92425	95120	114313	119993	87140
119561	89393	52698	92143	84769	134850	81900	80494	143417	168179	99516	117074	112161	112128	95447	107210
101781	67737	63357	75259	81159	93321	94052	92451	109815	103522	107424	112270	154661	134244	143760	163609
102696	65564	74055	57310	58671	85502	69355	75005	82683	92878	78992	79298	88142	80462	113041	88366
69683	49093	75128	50771	45164	78928	58615	67035	78109	111043	76750	82346	96996	78177	79219	82048
60855	49936	55952	52109	46689	68845	50166	51134	71164	100338	64170	77135	69836	85141	79254	85178
66281	51507	80511	55742	58315	63523	72057	68321	80601	98958	77122	78320	90342	111409	121248	110327
70317	53734	104613	59349	63421	65755	88815	90066	67352	107897	79134	76495	99548	89373	104291	148805
51486	66318	77742	89225	92411	90584	97277	111250	95376	95960	113270	107855	86927	133265	123413	75019
55126	79109	109949	99134	115286	103855	131212	146719	101909	103188	125885	123725	90417	116778	123065	95974
80161	99346	176729	128931	146082	148453	192853	198024	185224	180890	205548	208337	94871	209803	212462	162427
78810	93636	151851	124049	150589	128738	178067	186659	170984	161100	186466	179967	149832	177943	173575	179467
75551	90488	102483	116647	139241	113622	166028	165356	136177	120745	146812	134977	140504	126373	120424	150231
89579	111750	138063	130806	138031	114474	152648	168305	125564	109626	153593	141748	136108	142878	151748	133981
118343	141087	151414	147043	143712	129877	155257	166471	124448	122287	139664	129738	156787	137078	112278	161564
52418	89150	136882	91411	106756	84826	122209	122910	90870	81448	105117	98936	113109	105067	108472	115642
68915	121703	108342	135723	147544	148192	155661	144692	165776	156569	161301	181225	121622	170052	146980	118611
80633	132944	110364	165836	170242	183198	189599	200511	197096	186142	210910	208989	201239	224453	236525	174600
89626	144308	102445	190752	186041	192235	217590	215251	199847	202661	222730	210477	217831	217676	215246	184607
75395	140922	137860	172223	149901	143355	188629	206237	138199	141351	166946	147623	160424	137879	171766	135595
112739	192857	222330	195975	193151	153277	194251	200604	170312	160651	186628	172067	172781	164674	181986	180832
75444	120654	136465	142285	141163	107800	157697	160593	152036	134676	154563	147514	155156	173698	190181	150992
88432	111507	85747	112622	106156	102278	114516	108208	120825	111139	107321	118209	151396	120265	106203	115587
108264	126418	78285	112691	104077	102389	102177	98721	105743	107472	95127	98780	137005	99933	93404	123735
99240	108967	87603	109053	99478	108077	102984	102215	95331	104393	99689	95111	93368	92504	107366	120566
126357	172880	84575	168863	161342	161468	152135	151050	149698	145776	156456	154417	119284	148984	148912	108961
91901	126889	95125	130394	135122	135105	140605	143634	138896	128568	163325	141767	90384	115396	194330	83467
134046	146873	93995	143929	164454	170863	147547	137178	174116	188963	173998	168332	170827	154592	160458	165513
176981	143809	87933	150147	151536	169961	145743	164178	170035	191725	195866	186091	192045	191069	194836	181384
132396	135577	81935	166058	152543	177247	152159	169395	182751	190317	185304	181243	176921	177937	183165	151526
167446	163097	69100	204986	162699	206517	144970	168795	186160	202663	174269	173055	167935	139293	159614	136958
106564	87131	73950	105175	106590	112830	117931	128414	131559	151517	162176	151697	158416	177208	210376	173594
195164	141276	84467	141047	157936	146764	154156	169772	151243	157117	166205	160383	202198	152330	170520	173828
124673	113335	66749	123913	118624	142560	104040	109342	142277	168489	144130	142060	168786	152160	153119	174335
120704	115961	72714	113508	128190	148460	114332	106750	148021	161292	144238	150205	162890	155611	152404	137291
197205	176488	75691	165851	229456	247348	186025	146261	247467	248382	246686	248017	192223	246851	245831	155207
202086	148218	60230	144906	179544	210276	135890	125842	205384	217268	192717	201359	212683	197536	182220	199100
159596	100301	82529	100525	111519	151650	104579	110057	135633	191712	134819	152779	246857	156611	172579	248858
135202	120260	105627	121861	159111	151176	179147	167745	165256	163677	212405	193273	175488	206047	224657	155517
93440	74831	90911	106181	93578	99785	109663	113013	99211	110430	121701	103754	160317	115366	130991	126560
138791	94763	87304	112311	102915	127811	95336	100491	106917	139949	89558	99134	136891	93059	84627	134081
199142	134119	116200	139403	147925	164439	140004	148070	152495	184900	140295	154651	179223	147116	136884	192666
204477	93451	121129	102004	111174	96175	145936	161023	120157	115594	133095	129062	234620	133518	165762	186256
190785	87537	140140	105786	98396	138984	104969	120166	118323	170111	108201	125223	198529	124273	116517	141254
144767	82786	194122	106832	103583	127623	151958	193441	138654	205102	181363	184257	156716	197355	222288	156293
81557	73704	142406	102585	98121	98399	126537	150374	118344	165331	135313	136734	142876	158185	148863	158719
55144	65824	135785	101875	99917	91646	122552	132336	103429	159444	120460	111613	125960	144152	125104	122338
47242	68503	107515	109664	108562	116219	131722	141796	137858	146477	168365	162113	144126	184367	166938	130986
68986	84088	105407	119426	137461	192453	129210	133444	222353	235733	223563	236961	242344	241335	230891	208197
97768	101664	190558	127003	154505	131932	178128	164779	176446	179206	179863	193572	201634	200703	185860	208332
79578	80432	173247	119746	116533	104418	149940	179432	140951	136182	158860	170541	197112	170311	151149	191681
68219	74923	127512	107054	111424	107105	139659	164946	125887	112847	156698	154079	180780	154707	175954	195815
74844	109291	135940	144262	141456	119288	179888	170781	124722	106891	136358	124663	120523	134325	156690	119898
97761	170805	189180	205376	198385	146974	254339	239559	157032	137595	182094	154180	128862	165099	200735	110103
76528	181243	252547	187494	207892	127050	246518	221053	174076	159569	188631	180839	225693	211067	206227	220660
88408	221077	235859	222672	224373	198284	234834	232815	182264	196377	225244	202477	238239	228402	187495	236609
99396	160631	160313	181771	177933	109743	202365	204559	121141	99541	163867	130676	198198	151644	158818	166942
99561	171189	189823	193237	191458	136212	208153	204359	142851	125861	168477	139690	156283	147493	159347	121627
99826	161648	202236	216534	210324	144277	224344	235034	177342	174416	208592	187955	151185	199231	223787	157610
98169	188613	231933	208507	218619	126664	246442	244341	137800	116995	183574	133729	135428	153502	203479	162920
154913	172038	131223	185362	230721	202206	199286	195165	210772	177285	238090	218805	199003	247505	213483	220913
157398	209692	137358	223618	233991	213221	213682	222118	241211	208993	238147	242197	184018	253772	237477	202854
103240	187176	146472	232574	216975	187944	236234	224793	203593	164196	251427	216417	199711	190544	244806	193854
128479	135482	103093	163046	157781	142761	151264	151684	136876	130592	154713	146618	165644	131983	160683	145169
124087	118625	88307	154451	130226	142839	131537	137782	129661	132977	156330	144750	144400	161079	163769	122256
116788	157104	107480	178816	187172	180214	220741	228774	154461	122217	201121	167204	225088	193675	215985	148722
116935	146136	117770	163300	179841	147245	207605	218229	158143	122305	187591	165565	218592	223657	212915	175511
162570	184577	107177	237277	234736	236126	228126	249882	242369	238572	251721	245989	233852	250838	247762	223739
209979	213663	96987	247615	239042	253943	210988	218667	239304	216723	225191	214178	226460	212023	219783	217976
222098	195214	73457	243681	198424	253014	155403	162596	248094	250777	235355	245720	200237	251440	229379	139565
235108	221644	80327	215172	200354	241434	152542	131582	231264	240475	204765	219696	238198	237125	188855	196099
184263	170320	79354	169660	181054	195132	157155	138209	166345	194014	169238	158124	189957	167874	140058	189554
96235	117592	73063	151840	144003	160460	124076	133241	150005	161152	156291	141329	150043	169715	145343	110734
110873	116666	59920	148828	169635	222284	175843	190778	240799	234652	243973	239128	172182	246312	241968	150999
182697	137042	81317	160684	189538	231139	158141	159480	225777	234305	216633	218037	224814	227409	206808	220373
174273	119918	79952	137385	146236	164973	122047	124436	169746	170258	157305	158260	192760	169379	157867	170297
147723	87837	52566	107839	99100	114429	95222	109698	112365	119197	140039	138414	118946	114930	130046	105661
206986	122454	59148	141512	137178	191300	121727	134145	188034	191344	177878	189889	173841	174689	170684	137998
253062	133247	107168	140970	139053	152034	165981	175967	199756	208261	240708	227707	197309	216724	252240	189366
163299	104568	68497	104579	113603	147513	107128	108893	161742	180594	161203	153253	178062	160374	155012	157075
188833	125290	70113	123161	129469	172849	104237	120926	162273	214121	155904	160567	220251	168824	152260	210020
162482	93139	66607	102563	109346	151112	89337	100895	144962	196601	137118	146837	226524	181501	165204	226754
104664	80427	75940	105887	104925	131588	115195	111146	156051	163597	147852	153095	142254	177518	162840	153538
102170	86532	85509	127047	143463	169909	180126	169243	233196	212743	237478	234709	148356	237258	242027	114162
141634	70990	73508	100703	112911	141242	141106	144105	192609	191898	202879	208210	237198	211230	216719	228859
129658	87115	97636	97105	113864	118235	159733	141139	169310	144417	139548	138487	223798	176378	169393	190737
125862	82246	89664	95200	112906	129734	143203	138256	194518	180197	179143	192729	192104	211139	219065	172820
111132	79204	107722	102348	107678	118157	138687	159059	170091	178039	166697	188632	194361	192659	194203	190994
123469	97342	128590	115999	120726	126731	150602	164337	149361	163792	166108	163167	174834	173594	182292	180765
103610	82676	111326	104212	94045	150176	124004	118253	140284	244969	148948	180974	231941	218203	157639	227818
116183	106925	151672	135954	126810	163209	127053	135244	162162	244100	157293	196755	252171	191937	155300	241897
114052	130511	191359	142270	169076	192426	175361	166838	201134	223224	203296	214977	250867	212016	207930	249083
98780	107066	197508	111665	112731	101402	142356	153747	119446	145995	149120	148558	251568	177157	176474	255000
66049	98308	206139	121108	119654	93605	167811	183201	113188	117070	166154	152150	206673	178330	195148	211646
56496	97747	166498	156883	123263	92415	170644	203867	124385	120560	178881	167090	139615	185822	219156	162441
65309	86746	173721	92495	95069	88054	133658	126872	108862	144004	119182	138293	102561	155368	183505	152987
60348	90415	107997	135810	112065	116391	122160	126589	124663	178536	173625	179161	195488	178779	166337	162190
53165	144356	179799	176725	182748	125022	197904	193673	142386	151815	183357	177205	187271	204033	195910	169740
41217	128705	170808	157523	165505	113357	184581	190199	143173	113307	167126	142408	151764	169433	176484	146629
50776	144267	137289	191701	180937	130675	191852	193393	168283	110825	178352	148692	130459	133002	142925	103824
63319	147794	165120	192677	175242	150960	173483	180520	187867	156769	198691	188899	155634	176885	153557	138890
114344	252643	246062	254889	254877	250242	254875	254885	254796	230063	254783	252114	254415	254498	254382	210509
145465	226075	214182	249006	249746	254482	249228	237078	249820	247893	251300	255000	255000	251300	244640	248217
97608	170999	167194	218161	222607	194251	248013	245121	228738	232962	254654	243069	209600	207679	228665	252639
130330	215449	203888	235397	241826	220596	252339	250264	245081	249194	255000	250887	230786	237582	245323	246642
185168	246091	232542	254796	253605	234660	255000	255000	241611	225465	240495	227342	253192	226257	228501	253834
143830	242337	172541	248082	251946	225881	253960	253003	234616	194937	234284	218239	210689	205723	214229	227209
142092	254341	201363	231224	254430	202393	254504	249048	205538	157366	210875	178316	176581	160580	179835	214212
198834	245623	216115	253055	245623	237211	245984	250164	241138	222909	250842	235486	172876	230262	242432	150721
168650	238789	200604	235880	247103	227567	234217	227982	233386	218838	227567	232139	186959	232555	214715	158983
170384	239005	158170	252265	253870	251076	252028	250403	251909	248020	250588	250851	221441	251790	227905	185766
193623	226254	133902	254846	251467	250331	251341	250710	249953	246672	252476	254117	249012	245158	243022	240138
113369	174226	97184	254900	224826	214964	229308	224868	213670	182887	235319	240638	243215	175422	188028	238814
126815	188166	108317	208011	182298	178539	205088	191603	164473	121552	197545	155174	151320	143577	197830	114118
223430	236328	99550	235517	234377	235594	235247	223325	228548	220929	236013	228459	223929	222929	209848	212404
253737	255000	122105	255000	255000	255000	255000	253863	255000	241565	255000	255000	244936	241744	234697	235990
213826	220432	120355	226459	233514	222542	223440	216618	225108	201546	230531	217427	248391	218940	217291	226787
158670	184145	113849	207495	205773	172920	209246	198050	214032	172062	212383	205262	199658	206978	212498	179850
184021	161069	101396	178389	161011	157646	152650	139459	163364	143734	148632	138102	160368	145746	144337	146800
177847	161696	76993	234638	189881	188889	150089	157029	197285	170186	187614	154513	132066	188818	208192	122247
169385	176793	92011	207770	206856	203425	202479	211093	205453	178507	229605	201454	202978	219491	204940	152123
159869	181560	90975	198025	191797	194462	170439	174379	171903	170328	210787	208624	193985	228793	203337	160295
193298	201979	88418	223516	225817	241379	183469	175270	205131	213507	210574	211806	217547	205465	164423	170639
216722	177195	99135	214967	221168	234846	195925	189555	216506	192685	199208	181938	247097	163760	142457	159578
142312	98060	46970	143671	152969	182406	110330	114586	161874	191400	173954	176022	254105	200792	177821	199926
204090	135245	58719	174934	198621	224236	158572	157407	203982	194768	232063	220564	236483	229528	216485	128423
232799	167800	74342	186399	215064	249681	176019	174952	207289	232253	219207	201998	252311	199688	194021	175430
212235	153066	82945	200496	213898	242482	202808	208177	233581	251678	244204	238391	213783	232782	213591	205390
130638	111775	99763	158295	167589	195381	230412	234238	239943	215732	253505	239267	161845	252903	250912	160071
138028	103509	107267	156516	200491	205532	227199	236480	249857	206128	255000	239551	214846	255000	253987	129776
142878	73732	51072	137935	154106	222046	110254	120795	245846	246640	246584	248514	254042	249444	236765	248070
183801	67561	79009	133939	124997	192628	108563	128936	197180	212775	212988	211956	241176	218149	219041	214728
188180	91024	83118	173376	186037	255000	150272	138540	255000	255000	255000	255000	255000	255000	255000	201342
187098	104511	65468	155042	189488	242653	136653	152893	255000	255000	255000	255000	247122	255000	255000	231318
209216	105773	80356	146756	183091	231100	135886	162687	241773	255000	253392	254786	255000	254357	241326	255000
111047	99866	112158	127808	124930	171774	127117	137166	168003	245967	230626	243630	255000	245659	244655	255000
91200	95853	150837	107357	113130	138590	123021	145373	134561	185425	150189	172427	207147	182286	164183	193293
111855	81558	83949	96066	120251	181096	106371	100653	189246	240881	233363	237006	235650	225087	233971	175908
131496	73669	87831	112172	113490	161317	115188	112135	186619	224649	211799	210634	221905	222620	212657	195614
110579	78574	105686	118205	132786	180060	143661	146898	193444	250610	229387	244592	226945	247194	207202	197020
92189	81461	137133	120603	127684	150015	157884	171775	163835	235092	175001	204452	253085	207121	179280	244414
106758	91771	148297	118311	148698	173214	142103	157042	201691	245823	236560	247285	254196	252524	224970	250987
99020	88024	113417	120385	117173	143750	116767	128803	140154	181606	173317	161786	235846	196005	177732	247393
