 99.9               140                 137.6445            85.95676            87.71929            135.882             2.355499 
 99.85              154                 140.6291            85.86021            87.3345             139.1548            13.37093 
 99.8               156                 143.9918            85.73846            86.96608            142.7642            12.00821 
 99.75              124                 147.796             85.61293            86.63047            146.7784           -23.79596 
 99.7               161                 152.1473            85.54435            86.38393            151.3077            8.852692 
 99.65              144                 156.9719            85.40953            86.09914            156.2823           -12.97192 
 99.6               155                 162.4218            85.30486            85.86869            161.858            -7.421814 
 99.55              175                 168.5032            85.18034            85.63926            168.0443            6.496796 
 99.5               194                 175.2627            85.01986            85.39168            174.8908            18.73734 
 99.45              178                 182.7637            84.82515            85.12502            182.4639           -4.763733 
 99.4               180                 191.1311            84.65868            84.89944            190.8903           -11.13107 
 99.35              204                 200.3978            84.48833            84.68075            200.2054            3.602234 
 99.3               243                 210.5815            84.27481            84.42789            210.4284            32.41855 
 99.25              229                 221.7129            83.99123            84.11246            221.5916            7.28714 
 99.2               234                 233.931             83.73215            83.82772            233.8355            6.896973E-02 
 99.15              267                 247.2332            83.46367            83.53867            247.1582            19.76685 
 99.1               298                 261.5885            83.13576            83.19435            261.5299            36.41153 
 99.05              318                 276.9857            82.75186            82.79742            276.9401            41.01431 
 99                 292                 293.4045            82.33156            82.36683            293.3692           -1.40448 
 98.95              321                 310.8335            81.95695            81.98414            310.8063            10.16647 
 98.9               347                 329.02              81.52986            81.55071            328.9991            17.98004 
 98.85              360                 347.7463            81.05556            81.07148            347.7303            12.25372 
 98.8               373                 366.708             80.55721            80.56931            366.6959            6.291992 
 98.75              371                 385.4822            80.03471            80.04387            385.4731           -14.48224 
 98.7               395                 403.5513            79.51485            79.52174            403.5444           -8.55127 
 98.65              425                 420.2209            78.95119            78.95636            420.2158            4.779053 
 98.6               433                 434.7666            78.33293            78.33679            434.7628           -1.766602 
 98.55              409                 446.4849            77.69926            77.70213            446.482            -37.48486 
 98.5               467                 454.7562            77.10735            77.10947            454.754             12.24384 
 98.45              445                 458.8975            76.41075            76.41232            458.8959           -13.89749 
 98.4               473                 458.743             75.75221            75.75336            458.7418            14.25702 
 98.35              412                 454.1706            75.04247            75.0433             454.1697           -42.17056 
 98.3               421                 445.5888            74.44044            74.44105            445.5882           -24.58881 
 98.25              409                 433.3593            73.82124            73.82168            433.3588           -24.35925 
 98.2               428                 418.1751            73.2224             73.22271            418.1748            9.82489 
 98.15              423                 400.7161            72.58855            72.58878            400.7158            22.28394 
 98.1               390                 381.7489            71.96248            71.96264            381.7487            8.251129 
 98.05              348                 361.9946            71.39427            71.39439            361.9944           -13.99457 
 98                 335                 342.0299            70.90007            70.90015            342.0298           -7.029877 
 97.95              369                 322.2604            70.42821            70.42826            322.2603            46.73962 
 97.9               327                 302.9501            69.89476            69.8948             302.9501            24.0499 
 97.85              273                 284.4771            69.43541            69.43544            284.4771           -11.47714 
 97.8               281                 267.0359            69.07172            69.07174            267.0359            13.96405 
 97.75              271                 250.6138            68.69308            68.6931             250.6138            20.38618 
 97.7               262                 235.2992            68.33162            68.33163            235.2992            26.70078 
 97.65              220                 221.1089            67.98561            67.98562            221.1089           -1.108948 
 97.6               255                 208.0869            67.71402            67.71403            208.0869            46.91315 
 97.55              198                 196.0687            67.37939            67.37939            196.0687            1.93132 
 97.5               208                 185.1705            67.14603            67.14603            185.1705            22.82953 
 97.45              226                 175.2202            66.89436            66.89436            175.2202            50.77982 
 97.4               183                 166.1443            66.61011            66.61011            166.1443            16.85568 
 97.35              183                 157.9849            66.40216            66.40216            157.9849            25.01514 
 97.3               160                 150.6019            66.19384            66.19384            150.6019            9.398071 
 97.25              125                 143.9688            66.02624            66.02624            143.9688           -18.96875 
 97.2               126                 138.0437            65.92088            65.92088            138.0437           -12.04373 
 97.15              123                 132.7015            65.81354            65.81354            132.7015           -9.701508 
 97.1               119                 127.8889            65.71136            65.71136            127.8889           -8.888885 
 97.05              115                 123.554             65.61615            65.61615            123.554            -8.554016 
 97                 131                 119.6447            65.52792            65.52792            119.6447            11.35533 
 96.95              113                 116.079             65.41095            65.41095            116.079            -3.079048 
 96.9               104                 112.8759            65.32592            65.32592            112.8759           -8.875885 
 96.85              103                 109.9801            65.25682            65.25682            109.9801           -6.980072 
 96.8               111                 107.3442            65.18939            65.18939            107.3442            3.655792 
 96.75              95                  104.9213            65.10754            65.10754            104.9213           -9.92128 
 96.7               90                  102.728             65.05414            65.05414            102.728            -12.728 
 96.65              89                  100.7218            65.00957            65.00957            100.7218           -11.72185 
 96.6               79                  98.87482            64.96671            64.96671            98.87482           -19.87482 
 96.55              95                  97.18594            64.94164            64.94164            97.18594           -2.185944 
 96.5               67                  95.59305            64.88793            64.88793            95.59305           -28.59305 
 96.45              87                  94.16171            64.88416            64.88416            94.16171           -7.161705 
 96.4               84                  92.79499            64.84464            64.84464            92.79499           -8.794991 
 96.35              87                  91.52357            64.81042            64.81042            91.52357           -4.523575 
 96.3               85                  90.32851            64.77077            64.77077            90.32851           -5.328506 
 96.25              74                  89.21081            64.73463            64.73463            89.21081           -15.21081 
 96.2               76                  88.18014            64.71808            64.71808            88.18014           -12.18014 
 96.15              92                  87.20767            64.69792            64.69792            87.20767            4.792328 
 96.1               74                  86.26295            64.64914            64.64914            86.26295           -12.26295 
 96.05              67                  85.40244            64.63243            64.63243            85.40244           -18.40244 
 96                 74                  84.60222            64.6282             64.6282             84.60222           -10.60222 
 95.95              77                  83.83379            64.61146            64.61146            83.83379           -6.833794 
 95.9               75                  83.10114            64.58932            64.58932            83.10114           -8.101135 
 95.85              71                  82.41               64.57072            64.57072            82.41              -11.41 
 95.8               57                  81.76151            64.55923            64.55923            81.76151           -24.76151 
 95.75              92                  81.1709             64.57275            64.57275            81.1709             10.8291 
 95.7               76                  80.54855            64.52374            64.52374            80.54855           -4.548546 
 95.65              66                  79.98351            64.50323            64.50323            79.98351           -13.98351 
 95.6               78                  79.46307            64.50056            64.50056            79.46307           -1.463074 
 95.55              65                  78.94643            64.47645            64.47645            78.94643           -13.94643 
 95.5               74                  78.47645            64.47551            64.47551            78.47645           -4.476448 
 95.45              60                  78.0125             64.4585             64.4585             78.0125            -18.0125 
 95.4               68                  77.59435            64.46646            64.46646            77.59435           -9.594353 
 95.35              60                  77.18137            64.46014            64.46014            77.18137           -17.18137 
 95.3               68                  76.80109            64.46812            64.46812            76.80109           -8.801086 
 95.25              72                  76.42374            64.46181            64.46181            76.42374           -4.423737 
 95.2               65                  76.05551            64.44833            64.44833            76.05551           -11.05551 
 95.15              57                  75.71518            64.44735            64.44735            75.71518           -18.71518 
 95.1               62                  75.40358            64.46066            64.46066            75.40358           -13.40358 
 95.05              76                  75.0968             64.46505            64.46505            75.0968             0.9031982 
 95                 72                  74.77791            64.44444            64.44444            74.77791           -10.33347 
