#Datum: 21.01.2016 16:19:43
#Quelle: Stickstoff

#Daten:
#cm-1 %T
450 79,6111103660653
451 79,7666959086772
452 79,8820305426372
453 79,9859505994095
454 80,1122438920194
455 80,2603678222053
456 80,4102478377565
457 80,5511311427543
458 80,694254329182
459 80,8512078963743
460 81,0207918130858
461 81,1962205148963
462 81,3634759793178
463 81,5028361891384
464 81,6107581498493
465 81,7079226145156
466 81,8137114776174
467 81,9385376917861
468 82,08463912208
469 82,2377028332704
470 82,3654482774042
471 82,4359840921475
472 82,4665701070569
473 82,5134193661203
474 82,5970378102409
475 82,684471107789
476 82,7584987689139
477 82,8393137302054
478 82,9417936320414
479 83,0489762699452
480 83,1442975833726
481 83,2322747597778
482 83,3174122779271
483 83,3907360677256
484 83,4542941104686
485 83,5221644282589
486 83,5932377003615
487 83,6548331269707
488 83,7085029164737
489 83,767089522317
490 83,8296490804632
491 83,8842495814999
492 83,9332253832589
493 83,9928653387914
494 84,0679440377633
495 84,1404850634972
496 84,1994113342965
497 84,2506477601267
498 84,3017020414178
499 84,3516594850402
500 84,3975692538156
501 84,4405472673886
502 84,4784731393534
503 84,5069166057435
504 84,5351023469904
505 84,5784514638847
506 84,6330999860152
507 84,674685359533
508 84,6897194494512
509 84,6934471807728
510 84,7041878738828
511 84,7269851059578
512 84,7630401335367
513 84,8094082380584
514 84,8528597062093
515 84,8734753864926
516 84,8709754126336
517 84,8697256962928
518 84,887949309115
519 84,9138292461902
520 84,9311416197294
521 84,9459281745866
522 84,9681745315106
523 84,9925340506271
524 85,0136079033541
525 85,0398104592754
526 85,0757639061985
527 85,1068907306175
528 85,1211340110572
529 85,1287305607549
530 85,1408870102351
531 85,1545544415168
532 85,1661584113087
533 85,1805963405046
534 85,2004404008717
535 85,2185676942824
536 85,2305319488677
537 85,2408307099416
538 85,2530450221334
539 85,2596187679812
540 85,2619759471285
541 85,2733900417046
542 85,2948160092173
543 85,3079732258869
544 85,3048244208418
545 85,3005537713077
546 85,3064408818655
547 85,3122252205036
548 85,3094382535162
549 85,3093205310601
550 85,321434601911
551 85,3355968983949
552 85,3399030548511
553 85,3393440457912
554 85,3431227572818
555 85,3507017245742
556 85,3607178940169
557 85,3772048673548
558 85,3961931604767
559 85,4041935848812
560 85,3995481809803
561 85,3977261480526
562 85,4041364959112
563 85,4022225514255
564 85,3829256912822
565 85,3628690895852
566 85,3580442420102
567 85,3611560985708
568 85,3623226535783
569 85,3675425911967
570 85,3842654261168
571 85,4036950870318
572 85,4135889277424
573 85,4138736640778
574 85,4073927154401
575 85,3932487487928
576 85,3777570914681
577 85,3749593368412
578 85,3852898546095
579 85,3937468741988
580 85,3944446263524
581 85,3994486473746
582 85,4133795799948
583 85,422374999918
584 85,4177826359391
585 85,4074847595932
586 85,3986248620891
587 85,3874524679272
588 85,3767674458712
589 85,3782145003995
590 85,3911173623854
591 85,3964915324852
592 85,3835798561061
593 85,3640263641647
594 85,350593554126
595 85,3412571234658
596 85,332200784055
597 85,3276511856299
598 85,3273411636268
599 85,3221545322832
600 85,3102323383093
601 85,302570316401
602 85,3041887741236
603 85,3061854346362
604 85,3039254743352
605 85,3032770159584
606 85,304924540593
607 85,2975898771063
608 85,2771333718514
609 85,2573434037696
610 85,2510801176257
611 85,2532711083338
612 85,2547411002408
613 85,2563314319373
614 85,2605938302919
615 85,2612911012361
616 85,2524452179112
617 85,2396356970718
618 85,2313781664613
619 85,2283364787936
620 85,229214574624
621 85,2360792885169
622 85,2460949061459
623 85,2505260191954
624 85,248645188476
625 85,2502088041188
626 85,256681577634
627 85,2568263518665
628 85,2475776532886
629 85,2428314544923
630 85,2523554668334
631 85,2649969541768
632 85,2652893653007
633 85,2522723055856
634 85,2326976907482
635 85,2091340636853
636 85,1856676977998
637 85,172766921223
638 85,1739679494088
639 85,1787393839122
640 85,1773833057649
641 85,1732516439391
642 85,1717798250584
643 85,1700915997001
644 85,1659306484402
645 85,1638472701313
646 85,1635885261198
647 85,1561849247251
648 85,1389124694662
649 85,1240575918458
650 85,1223040016726
651 85,1277358154566
652 85,1300383560016
653 85,1283234946344
654 85,1251067925406
655 85,1190975416163
656 85,1119241189657
657 85,1107038570324
658 85,1154435698709
659 85,1151870520796
660 85,10401956269
661 85,0914054607668
662 85,0847609659359
663 85,0792683655717
664 85,0688626446141
665 85,0525868451026
666 85,0273784916248
667 84,9852428812045
668 84,9322046220223
669 84,920035652776
670 84,9598296529317
671 85,0015117128058
672 85,0222165974314
673 85,0267045312031
674 85,027228792104
675 85,0282844333597
676 85,0295055158005
677 85,0320564922059
678 85,0343353194818
679 85,0306484612069
680 85,0207429668993
681 85,0143395265033
682 85,0153568122059
683 85,0165296095965
684 85,0141362494414
685 85,0139946788246
686 85,0177031666252
687 85,0171032370154
688 85,0095359981042
689 85,0043197423341
690 85,0067314193736
691 85,0082371347348
692 85,0014049923567
693 84,9924132200023
694 84,9890746016789
695 84,9882020520085
696 84,984747427679
697 84,9817940161542
698 84,9823381914695
699 84,9807646095511
700 84,9717576754375
701 84,9599652616554
702 84,9511832616879
703 84,9431987329947
704 84,9334688414303
705 84,9266366157353
706 84,9269415923152
707 84,9295144451779
708 84,9276281733244
709 84,9224647898665
710 84,9185268219746
711 84,9164891312023
712 84,9168373952746
713 84,9211847366771
714 84,9256366180866
715 84,921140779508
716 84,905271195151
717 84,8859143825936
718 84,8691833457949
719 84,8534906831786
720 84,8394882245083
721 84,8348097521415
722 84,8417483620358
723 84,8509283783043
724 84,8540832122196
725 84,8530464726126
726 84,8512576359867
727 84,8463858017101
728 84,8381054410121
729 84,8339349371958
730 84,8392050835262
731 84,8486146453538
732 84,8549683812775
733 84,858235463419
734 84,8604617959266
735 84,859788385914
736 84,8549984373134
737 84,8491465980288
738 84,8433286110764
739 84,8342016451754
740 84,8221581472408
741 84,8139810958475
742 84,8122538590217
743 84,8106098871741
744 84,8050194599162
745 84,8009597426729
746 84,8028297810049
747 84,8045969906794
748 84,7984376861189
749 84,7859781101994
750 84,7740371981961
751 84,7655580157637
752 84,7612480570645
753 84,7633739492485
754 84,7707394408251
755 84,7755970265386
756 84,7721558025316
757 84,7635457676844
758 84,7554678391202
759 84,7487476993776
760 84,7423914891752
761 84,7377849898876
762 84,7349513760166
763 84,7303333241235
764 84,7227851144965
765 84,7162336553922
766 84,712972721894
767 84,7104129658882
768 84,7072519897085
769 84,7057121959217
770 84,7046347149752
771 84,6988478114872
772 84,6891579540654
773 84,6840647006666
774 84,6866906576643
775 84,6887747462009
776 84,6832840563671
777 84,6743214568854
778 84,668056955779
779 84,6622158152786
780 84,6519625037092
781 84,6393605810878
782 84,6297083638654
783 84,6239338840685
784 84,6206337468208
785 84,6201569948089
786 84,6211703982354
787 84,6184924576287
788 84,6093572773052
789 84,5965967565588
790 84,5822605299941
791 84,5647207623561
792 84,5456765543521
793 84,5323716357263
794 84,5278380300474
795 84,5262834732559
796 84,5230357930636
797 84,5215576938355
798 84,525142163686
799 84,5291339775724
800 84,5275643386978
801 84,5212496532813
802 84,5139982720787
803 84,5070478662083
804 84,5019526736324
805 84,5019155428729
806 84,5052562382635
807 84,5046427978419
808 84,4980234129595
809 84,4930637677397
810 84,4958602474152
811 84,5025754573722
812 84,5073632163702
813 84,5108979777334
814 84,5150711091598
815 84,5168919014045
816 84,5141478420511
817 84,5105669838715
818 84,5092485056551
819 84,5073111923278
820 84,5024825547011
821 84,4981915258375
822 84,4968346987421
823 84,4952912668592
824 84,4926321872944
825 84,4942939666671
826 84,5021145360518
827 84,507938908829
828 84,5042952474831
829 84,4946751325108
830 84,4863391110632
831 84,4798792105583
832 84,4732478560208
833 84,4694656897896
834 84,4721670472058
835 84,4782754948772
836 84,4821072202819
837 84,4823867351462
838 84,4794521540085
839 84,4710503460571
840 84,4572420123648
841 84,4443899563341
842 84,4381978044226
843 84,4371380128427
844 84,4371558542105
845 84,4372186600495
846 84,4359368672064
847 84,4295270749954
848 84,4184288844411
849 84,4095043127078
850 84,4064460829793
851 84,4047603778279
852 84,4011299267532
853 84,3998319033778
854 84,4038309914308
855 84,407326531902
856 84,4041401184368
857 84,396678139872
858 84,3898125291412
859 84,3827859177133
860 84,3741753371253
861 84,3681190362561
862 84,3680244683316
863 84,3697800784776
864 84,3680399345723
865 84,3635475098228
866 84,3581008602701
867 84,3490571270089
868 84,3355491510531
869 84,3234165559543
870 84,3167687969121
871 84,3110083336791
872 84,3012655447645
873 84,291362949521
874 84,286839678237
875 84,2851869140827
876 84,2808095721888
877 84,2742207991204
878 84,2686646331032
879 84,2629066354667
880 84,2548204816867
881 84,2470482592374
882 84,2420697229459
883 84,236737964171
884 84,22833176283
885 84,2207360139454
886 84,2179108935228
887 84,2165319913409
888 84,2117212219096
889 84,2047294078136
890 84,1983709772934
891 84,1905831914533
892 84,1794252797716
893 84,168810721886
894 84,1623943910363
895 84,1574288107431
896 84,1510895578171
897 84,1465574707301
898 84,1458175874021
899 84,1428075211414
900 84,131675167141
901 84,1166289944914
902 84,1057056708977
903 84,1001830960174
904 84,0967371011628
905 84,095111666321
906 84,0955199858191
907 84,0934766253532
908 84,085092736917
909 84,0735471920452
910 84,0637568245941
911 84,0552007892766
912 84,0460429400258
913 84,0388625104743
914 84,0354877434765
915 84,0314722291329
916 84,0228599498588
917 84,0134746271702
918 84,0085278256635
919 84,0061972220468
920 84,0024329318362
921 83,9985583292424
922 83,9967074349596
923 83,9931091123373
924 83,9838282871576
925 83,9727289233277
926 83,9660671041151
927 83,9631163992787
928 83,9592268062748
929 83,9541960614234
930 83,9505476684523
931 83,9473281539848
932 83,9424272009054
933 83,9373442661661
934 83,9335660490327
935 83,9285458552162
936 83,9210836108904
937 83,9156577796854
938 83,9151098797749
939 83,9141268898354
940 83,9067761003781
941 83,8957758995325
942 83,8872819755132
943 83,8811951465958
944 83,8739333419819
