#Datum: 21.01.2016 16:19:44
#Quelle: aspirin

#Daten:
cm-1;A
831;0.0163347328593739
832;0.0181181646208128
833;0.0203675007007431
834;0.0231690766511177
835;0.0266026758490845
836;0.0306721040520841
837;0.0351415821416021
838;0.0393235643730494
839;0.0420209900289032
840;0.041970221430468
841;0.0387291210579315
842;0.0331441910344328
843;0.0268148020096532
844;0.0211592209477713
845;0.0168848241544708
846;0.0140301843214048
847;0.0122957155056673
848;0.0113272493874796
849;0.0108316319114126
850;0.0105977334749558
851;0.0104986854783873
852;0.0104787200822194
853;0.0105220433661366
854;0.0106260704882029
855;0.0107880608035615
856;0.0109973970294459
857;0.0112379327238581
858;0.011501056122019
859;0.0117865503225039
860;0.0120843032543154
861;0.0123684657837342
862;0.012619459260375
863;0.0128403157880539
864;0.0130443536929941
865;0.0132407826484886
866;0.0134390891577063
867;0.0136496910958104
868;0.0138687813447935
869;0.0140785524280553
870;0.0142745903339097
871;0.0144788986614492
872;0.0147150613999076
873;0.0149840967590256
874;0.0152741668967138
875;0.0155798158573246
876;0.0159039477768097
877;0.0162582570427496
878;0.0166722128734562
879;0.0171875637432972
880;0.0178354167328387
881;0.0186252949566452
882;0.0195410138073027
883;0.020507935288119
884;0.0213645069619373
885;0.0219229750826877
886;0.0220972271049136
887;0.0219577982124752
888;0.0216577510799447
889;0.0213361717764622
890;0.0211023688951275
891;0.0210603037780805
892;0.0212857212824413
893;0.0217793862036342
894;0.0224794825361971
895;0.0233232342433094
896;0.0242790177533903
897;0.0253339360180935
898;0.0264849573946306
899;0.0277480455545875
900;0.0291549259062511
901;0.0307288148346971
902;0.0324662394619368
903;0.0343448183447679
904;0.0363526044738582
905;0.038517778677851
906;0.0409115355505827
907;0.043619400747356
908;0.0467140426332593
909;0.0502545710452023
910;0.0542882071722697
911;0.058818785238498
912;0.0637436473402617
913;0.0687634132104466
914;0.0732636921453953
915;0.076285185955409
916;0.0768109731432387
917;0.0743303443740806
918;0.0692019684233647
919;0.0625050962236622
920;0.0555735544762648
921;0.0495173426204643
922;0.0449398265330718
923;0.0419276214152031
924;0.0402171886342271
925;0.0393955534084214
926;0.0390508796991547
927;0.0388493304195274
928;0.0385623007455127
929;0.0380674776515655
930;0.037320722247798
931;0.0363154654207676
932;0.0350666984340793
933;0.0336168397014394
934;0.0320299653516647
935;0.0303705067359181
936;0.0286884445476587
937;0.0270193448261336
938;0.0253919085447065
939;0.0238339715476223
940;0.0223708571149044
941;0.0210196778818157
942;0.0197892358750842
943;0.0186837569956968
944;0.0177022713941932
945;0.0168385228700962
946;0.0160871719665121
947;0.0154444521293362
948;0.0148983713446167
949;0.0144295446358247
950;0.0140298228330789
951;0.0137080198080566
952;0.0134675418994323
953;0.0132914020977768
954;0.0131611239131357
955;0.0130775529723315
956;0.0130507377824678
957;0.013083295949659
958;0.0131790505280487
959;0.0133570458880414
960;0.0136443474063228
961;0.0140703005429383
962;0.0146878718833905
963;0.0155933983710139
964;0.0169031134715458
965;0.0186906531097859
966;0.0209148871964846
967;0.0233631386179647
968;0.0256599029420852
969;0.027385639226275
970;0.0282345838800138
971;0.0280825988378477
972;0.0269638637053273
973;0.0250530347890745
974;0.0226730991560842
975;0.0202545262395524
976;0.0182021449053305
977;0.0167447843717654
978;0.0158906157989012
979;0.0155057768474565
980;0.0154245374056226
981;0.0155178989975027
982;0.0157109052162212
983;0.015964236812632
984;0.0162481352256734
985;0.0165395006667499
986;0.0168376008692142
987;0.0171609858050898
988;0.0175190991779532
989;0.017899496232451
990;0.0182900427871471
991;0.0187007303631723
992;0.0191562050223228
993;0.0196783685439876
994;0.0202848981324508
995;0.0210003049687248
996;0.0218666807024654
997;0.0229373300514337
998;0.0242230132369079
999;0.0256047510554844
1000;0.0268267534829425
1001;0.0276623661224198
1002;0.0281299909515793
1003;0.0285185589607082
1004;0.0291911298728742
1005;0.0303821477207309
1006;0.0321591256181744
1007;0.0344955832019716
1008;0.0373144718893463
1009;0.0404574425034725
1010;0.0436105534552842
1011;0.0462342286699096
1012;0.0476135840185745
1013;0.0471395296575401
1014;0.0446863578648862
1015;0.0407561459317003
1016;0.0362381594069738
1017;0.0319772935450942
1018;0.0284817303458418
1019;0.0259041200187629
1020;0.0241703449827699
1021;0.0231094477813869
1022;0.0225489791087741
1023;0.0223689826006401
1024;0.0224998228941191
1025;0.0228896677138557
1026;0.0234868029753841
1027;0.0242338776736166
1028;0.0250496266110007
1029;0.0258208009628627
1030;0.026443145406829
1031;0.0268921147591974
1032;0.0272592006223267
1033;0.027714232169838
1034;0.028411295376813
1035;0.0293870276112089
1036;0.0304983545987383
1037;0.0314429300960555
1038;0.031874055035906
1039;0.0315589073033493
1040;0.0304897779806579
1041;0.0288681198183534
1042;0.0269732536704352
1043;0.0250326720913985
1044;0.0231801639830012
1045;0.0214864615707397
1046;0.0200073790454991
1047;0.01880230066104
1048;0.0179069789583026
1049;0.0172986401599606
1050;0.0169043632760333
1051;0.0166431258001676
1052;0.0164545174873056
1053;0.0163046195126968
1054;0.0161858437297173
1055;0.0161065556145845
1056;0.0160670134931946
1057;0.01604987298306
1058;0.0160409504058454
1059;0.0160448911428099
1060;0.0160676731315381
1061;0.0160990781727279
1062;0.0161309463415171
1063;0.0161818424211304
1064;0.0162841998693928
1065;0.01645347482453
1066;0.0166858417315747
1067;0.0169787612770458
1068;0.0173390296532563
1069;0.0177779481739375
1070;0.0183101010836453
1071;0.0189468579109757
1072;0.0196799396002021
1073;0.0204833328845597
1074;0.021343824272182
1075;0.0222809654475986
1076;0.0233310763436985
1077;0.0245255739617789
1078;0.0258937588881552
1079;0.0274727923453137
1080;0.0292979891139971
1081;0.0313718439872914
1082;0.0336165905235972
1083;0.0358294205569014
1084;0.0377031669293215
1085;0.0389508766147595
1086;0.0394585901042657
1087;0.0393618960366122
1088;0.039022888600714
1089;0.0389184134404466
1090;0.0394642156726968
1091;0.0408355436046197
1092;0.0428381782776437
1093;0.0448669247802158
1094;0.0460043717800338
1095;0.0453446075020782
1096;0.0425176344643341
1097;0.0380227693488213
1098;0.0329594361345002
1099;0.0283884771639793
1100;0.0248770770735873
1101;0.0224543826611456
1102;0.0208552519414655
1103;0.0197831491015621
1104;0.019012643048498
1105;0.0183797985594489
1106;0.0177860146627502
1107;0.0172161658809822
1108;0.0167088791503465
1109;0.0163015973480141
1110;0.0160174267398907
1111;0.0158790645634825
1112;0.0158941332747191
1113;0.0160321610677214
1114;0.0162464804134681
1115;0.0165140801302821
1116;0.0168326245774251
1117;0.0171942710667854
1118;0.0175920466840822
1119;0.0180416073766478
1120;0.0185674150995936
1121;0.019174181529948
1122;0.0198553795756959
1123;0.0206162428102097
1124;0.0214591010367078
1125;0.0223610689005838
1126;0.0233079514316574
1127;0.0243545858577838
1128;0.0256312466235795
1129;0.0273171527309228
1130;0.0296653024368847
1131;0.0330059059797083
1132;0.0374963090172074
1133;0.0425971695145442
1134;0.0467615969795872
1135;0.0480722878736948
1136;0.0457957728045302
1137;0.041229350577612
1138;0.0366407299122737
1139;0.0336416739668619
1140;0.0325714373639858
1141;0.0328501498132185
1142;0.0336120764968517
1143;0.0341599983080947
1144;0.0341831409297324
1145;0.0338087866532692
1146;0.033439543366242
1147;0.0334321643546822
1148;0.0338846165373936
1149;0.0346945343977989
1150;0.0357426371746927
1151;0.0369689971370235
1152;0.0383391349059377
1153;0.0398336527517977
1154;0.0414576880337945
1155;0.0431924937366119
1156;0.044949945099573
1157;0.0466289307492154
1158;0.0481965824246624
1159;0.0496690907259818
1160;0.0510540707200278
1161;0.0523707278447716
1162;0.0536887213907582
1163;0.0550851275202673
1164;0.0565879201956825
1165;0.0582067856111141
1166;0.0599854796231436
1167;0.0619770630453798
1168;0.0642029890163462
1169;0.0666825765683716
1170;0.0694623935437253
1171;0.0725642064351584
1172;0.0759392335740656
1173;0.0795157849941939
1174;0.0832410211972174
1175;0.0870357632864678
1176;0.0907874114292006
1177;0.094447655579796
1178;0.098058472931114
1179;0.101626687147081
1180;0.105048471633294
1181;0.108174275910609
1182;0.110812710466137
1183;0.112616206174903
1184;0.113106776780001
1185;0.111902251981568
1186;0.108852980581897
1187;0.104029256933003
1188;0.0977680070313494
1189;0.0906808685655294
1190;0.0834248147746446
1191;0.0764373617190275
1192;0.0698966997728074
1193;0.0638375440830861
1194;0.0582466429579145
1195;0.0531020368410777
1196;0.0483969974384892
1197;0.0441552549128248
1198;0.0404289586683559
1199;0.0372888754079836
1200;0.0348187081648168
1201;0.033118434274559
1202;0.0323010747432018
1203;0.0324455921310076
1204;0.0335152625622688
1205;0.0353272694551732
1206;0.0376088452599928
1207;0.0400633836051185
1208;0.0424120569488493
1209;0.0444611594493289
1210;0.0461764541743974
1211;0.0476901096605542
1212;0.0492457924104652
1213;0.0511182328640658
1214;0.0534929720871338
1215;0.0563237502781038
1216;0.0592815009708856
1217;0.0618720715680992
1218;0.0636111004955253
1219;0.0641079686172983
1220;0.0630974714137082
1221;0.0604907395808094
1222;0.0563915594428159
1223;0.0510699855393086
1224;0.0449490923552431
1225;0.0385644121742235
1226;0.0324543914489117
1227;0.0270445924736504
1228;0.0225761880568796
1229;0.0190922695387703
1230;0.0164982417911461
1231;0.0146485165711117
1232;0.0133864333176017
1233;0.0125580307899158
1234;0.012047319308542
1235;0.0117949929297503
1236;0.011761954076873
1237;0.0118951626099271
1238;0.0121449878883533
1239;0.0124816701765187
1240;0.0128704726510833
1241;0.0132613430509907
1242;0.0136222836537649
1243;0.0139511865819619
1244;0.0142424633582194
1245;0.0144813510519162
1246;0.0146874314223102
1247;0.0149267122676373
1248;0.0152658583698422
1249;0.0157529001648546
1250;0.0164622798275422
1251;0.0175215077675637
1252;0.0190546599949122
1253;0.0210787490882156
1254;0.0233960397385553
1255;0.0255249175578738
1256;0.0268299096331897
1257;0.0269308028468576
1258;0.0260378711991953
1259;0.02479568776772
1260;0.0237885631895278
1261;0.0232250702880403
1262;0.0230434551972807
1263;0.023184888290019
1264;0.0236894625582396
1265;0.0246151007936479
1266;0.0259708490128472
1267;0.02769963947631
1268;0.0296486572662984
1269;0.0315722857391709
1270;0.0332244098135519
1271;0.0344646894109075
1272;0.0352956153278217
1273;0.0358505664083948
1274;0.0363673460369693
1275;0.0371291870497081
1276;0.0383696147216832
1277;0.040203805255947
1278;0.0426365602924301
1279;0.0455996022039391
1280;0.0489633970549845
1281;0.0525517271332616
1282;0.0561693725670547
1283;0.0595991552222319
1284;0.0625980780809312
1285;0.0649616614168147
1286;0.0666160453499227
1287;0.0676604652784674
1288;0.0683611814452685
1289;0.0690794511357595
1290;0.0701016518258795
1291;0.0714620853887968
1292;0.0729114937217294
1293;0.0740661461157948
1294;0.0746140193390075
1295;0.0744571873268334
1296;0.0737817898816451
1297;0.0730291220973889
1298;0.0727200924802982
1299;0.0732267158513626
1300;0.0746360979415204
1301;0.0767347284820703
1302;0.0790603527179061
1303;0.0810156342296216
1304;0.0820865860499529
1305;0.0820555928497033
1306;0.0809863436511731
1307;0.0790289253717187
1308;0.0763131651899089
1309;0.0729624822217974
1310;0.0690767841355564
1311;0.064700639929913
1312;0.0598803590194437
1313;0.0547552321663101
1314;0.0495526549271632
1315;0.044498899704682
1316;0.0397491258372626
1317;0.0353908317370635
1318;0.0314967170770852
1319;0.0281592396778763
1320;0.025450000668314
1321;0.0233546522170329
1322;0.0217826939979116
1323;0.0206223593290931
1324;0.0197521613301908
1325;0.0190301024185795
1326;0.018322414177278
1327;0.0175434983038152
1328;0.0166600945791222
1329;0.0156811292620722
1330;0.0146657425536187
1331;0.0137110340118749
1332;0.0128864600212593
1333;0.0121918082695727
1334;0.0115985606913875
1335;0.0111024169309477
1336;0.0107041324652277
1337;0.0103799397042592
1338;0.0101127986392058
1339;0.00992179170292462
1340;0.00982181927677806
1341;0.00978719971381747
1342;0.00978833589568962
1343;0.00982713922020006
1344;0.00990855562600568
1345;0.0100122519628705
1346;0.0101275099513827
1347;0.0102859475995234
1348;0.0105188220579902
1349;0.0108107966043649
1350;0.0111383664899956
1351;0.0115186136097805
1352;0.0119879904431259
1353;0.0125661483171917
1354;0.0132784990572856
1355;0.0141776432175362
1356;0.0152972596389234
1357;0.0166424201388458
1358;0.0182354683252213
1359;0.0201303716534091
1360;0.0223688732150402
1361;0.0249403038457277
1362;0.0277264867586184
1363;0.0304273698813042
1364;0.0326743735079413
1365;0.0343022909280499
1366;0.0353962563190435
1367;0.0361125073951267
1368;0.0365304418413452
1369;0.0366322802040602
1370;0.0364000885093556
1371;0.0358703511510072
1372;0.0350512215534018
1373;0.0338112417901912
1374;0.031949584138965
1375;0.0295051904518193
1376;0.0268076071080339
1377;0.0241249331099165
1378;0.021568268369422
1379;0.0192851394679903
1380;0.0174362628970051
1381;0.0160306799029479
1382;0.0149624809818327
1383;0.0141642698928719
1384;0.0135943749668979
1385;0.0131739947730434
1386;0.0128616514445787
1387;0.0127146570063492
1388;0.0127825247015205
1389;0.01298600801044
1390;0.01321130982636
1391;0.0134355886281576
1392;0.0136924176829232
1393;0.0140295883728385
1394;0.0145281303708091
1395;0.0152424116639325
1396;0.0160902978960336
1397;0.0169361623563631
1398;0.0178089059356441
1399;0.0188852784023072
1400;0.0201895018948925
1401;0.0215333948170144
1402;0.0228286674426885
1403;0.0242195672104246
1404;0.0258528473770363
1405;0.0276498619001833
1406;0.0294001775301476
1407;0.0309497759595325
1408;0.032197321780155
1409;0.0331099143784856
1410;0.0338278474114202
1411;0.0345925487727099
1412;0.0355389795250671
1413;0.0367083821856591
1414;0.0381801623329001
1415;0.0399881475997206
1416;0.0419736614332555
1417;0.0438481809159754
1418;0.0452652386762002
1419;0.0455753317551066
1420;0.0442924374872107
1421;0.0418637584248409
1422;0.0388988189812267
1423;0.0355829978347115
1424;0.0322193569701648
1425;0.029442645297953
1426;0.0276229576618279
1427;0.0265581555916528
1428;0.0259606227506415
1429;0.0257104852242827
1430;0.0257392070091753
1431;0.025999613366896
1432;0.0264318196704643
1433;0.0269063717785809
1434;0.027266824076865
1435;0.0274652552593981
1436;0.0275408781052544
1437;0.0274791151434113
1438;0.0272540924467111
1439;0.0268570737956189
1440;0.0262658792927422
1441;0.0255476139110871
1442;0.0248968832919678
1443;0.0245485265916501
1444;0.0246669946087572
1445;0.02531487668362
1446;0.0265807243577876
1447;0.0286429047914023
1448;0.0315562140273302
1449;0.0350752300157817
1450;0.0390629105682023
1451;0.0438343924130529
1452;0.0495670150091683
1453;0.0556729629733665
1454;0.0612087723684911
1455;0.0655540258241796
1456;0.0680860927517031
1457;0.0674636768408021
1458;0.0638411075671812
1459;0.0594832729706638
1460;0.0552030112372059
1461;0.0505876213528094
1462;0.045478859659335
1463;0.0397302424998085
1464;0.0331933841123775
1465;0.0264638212845312
1466;0.021004120240488
1467;0.0174690411657215
1468;0.0152571875811001
1469;0.0136654343538758
1470;0.0124247827137185
1471;0.0115440059916965
1472;0.0110372148140438
1473;0.0108455155033218
1474;0.0109611148341371
1475;0.011385153383662
1476;0.0121329680862643
1477;0.0133106828700897
1478;0.0150353257109033
1479;0.0173781860817746
1480;0.0203001957860744
1481;0.0233725609133246
1482;0.0256308226160544
1483;0.0263110280436862
1484;0.0255271704911975
1485;0.0238701866107229
1486;0.0218515628355098
1487;0.019751693074179
1488;0.017593336421668
1489;0.0152286049504253
1490;0.012744498798535
1491;0.0106369999491145
1492;0.00922767970405158
1493;0.00833531225956441
1494;0.00769600833855755
1495;0.00723278151441109
1496;0.00695435859597193
1497;0.00681823713745433
1498;0.00677070690094195
1499;0.00680167467386861
1500;0.00688544414973169
1501;0.00698736732828231
1502;0.00705929778264802
1503;0.00703139687331644
1504;0.00688994323495828
1505;0.00680699652158912
1506;0.0071841594490325
1507;0.00789476700925928
1508;0.00836262097465434
1509;0.00854814428570205
1510;0.00862247480784939
1511;0.00867602116647714
1512;0.00874869553688162
1513;0.00880861661463172
1514;0.00883391000894274
1515;0.00887773439464645
1516;0.00900694512899314
1517;0.00914031534286264
1518;0.00915102536803314
1519;0.00905682657056839
1520;0.00898504448284543
1521;0.00902291662585486
1522;0.00907825594824851
1523;0.00906190079488001
1524;0.00896909804538071
1525;0.00883346969877108
1526;0.00875192056605512
1527;0.00876633921235359
1528;0.00881380088256023
1529;0.00881172948726827
1530;0.00873896408151009
1531;0.00864197339490591
1532;0.00860804526462977
1533;0.00866732553618266
1534;0.00876649716140787
1535;0.00886531691310521
1536;0.00888773909832064
1537;0.00877369576437315
1538;0.00863496762651228
1539;0.00877604494490569
1540;0.00915727241145281
1541;0.00936821574608016
1542;0.00939355128777741
1543;0.0094215748497406
1544;0.00949006299692301
1545;0.00959409658466148
1546;0.0097408229921534
1547;0.00990598707536461
1548;0.0100629233103833
1549;0.0102533857637799
1550;0.0105141835176623
1551;0.0108129845464904
1552;0.0110952823000603
1553;0.0113677345925725
1554;0.0117147682391978
1555;0.0120809622240272
1556;0.0123246946066593
1557;0.012436167394716
1558;0.0128208383086463
1559;0.0134828089465235
1560;0.0140368313728716
1561;0.0145509574776066
1562;0.0148894855658188
1563;0.0150482520470199
1564;0.0152183112937838
1565;0.015463626062582
1566;0.0157385371109184
1567;0.0160191102626008
1568;0.0164410377023889
1569;0.0171868286060337
1570;0.0182540842262053
1571;0.0194388815327058
1572;0.02053426111149
1573;0.0214513943666936
1574;0.0222255246239962
1575;0.022866943195299
1576;0.0230923621886678
1577;0.0225952971792058
1578;0.0215959404732367
1579;0.0204610144958177
1580;0.0193464365188383
1581;0.0183600498511392
1582;0.0176184024832375
1583;0.0171996701274828
1584;0.0170787187548738
1585;0.0171619308185427
1586;0.0173827563631399
1587;0.0177351919526603
1588;0.0182143321403545
1589;0.0187871172712004
1590;0.0194710648187051
1591;0.0203508824015586
1592;0.0215071717443551
1593;0.0229842980095936
1594;0.0247949157316396
1595;0.0268442802215394
1596;0.0289132010102
1597;0.0309105587785674
1598;0.0331583931346084
1599;0.0363621899962705
1600;0.041368478359344
1601;0.0489639529336667
1602;0.0595141420023473
1603;0.0720022020522573
1604;0.0831617189455105
1605;0.088399469011158
1606;0.0845217734175701
1607;0.0722514705552095
1608;0.05613001992321
1609;0.0411937606739206
1610;0.0300756195473924
1611;0.0230150424845688
1612;0.0190536395400214
1613;0.0169414181346259
1614;0.0157302916811919
1615;0.0150104080134967
1616;0.0146958552677769
1617;0.0146410550720746
1618;0.0146727967922755
1619;0.0147740204829219
1620;0.0149437750472103
1621;0.0151446192400808
1622;0.0153932941732691
1623;0.0157560453504861
1624;0.0162303027176007
1625;0.0166814743649564
1626;0.0170361870186566
1627;0.0174184934707351
1628;0.017946928512399
1629;0.0185397077521741
1630;0.0190782598796553
1631;0.0195871343355789
1632;0.0200881239502213
1633;0.0205355032203325
1634;0.0210196901564867
1635;0.0218913289674758
1636;0.0231653241460088
1637;0.0242796028838599
1638;0.0249547557163887
1639;0.025414224196211
1640;0.0258593761121193
1641;0.0262430409027601
1642;0.0264669573104266
1643;0.0265991544924682
1644;0.026785037596136
1645;0.0270875111597013
1646;0.0275483632689737
1647;0.0282100108064736
1648;0.0290268049863054
1649;0.0297118021819292
1650;0.0300835701130591
1651;0.030276415079278
1652;0.0309775211673886
1653;0.0327136164254207
1654;0.0347056920594269
1655;0.0364138098961744
1656;0.0380183646256733
1657;0.0395764676690917
1658;0.0411809926623501
1659;0.0429658233752328
1660;0.0450141002517319
1661;0.0473296195534016
1662;0.0500055584411232
1663;0.0532247334004412
1664;0.0568047978395778
1665;0.0602037392550341
1666;0.0632115437619476
1667;0.066197539534774
1668;0.0697438665198684
1669;0.0741742783942587
1670;0.079243822105868
1671;0.0843872286160134
1672;0.0892071675151724
1673;0.0937304475800394
1674;0.0985090569286611
1675;0.104167130702016
1676;0.110211609121511
1677;0.115307445003962
1678;0.118950530915876
1679;0.121419554403784
1680;0.122961996013411
1681;0.123744821706224
1682;0.123773600654259
1683;0.122639598169348
1684;0.119376971772514
1685;0.115079573304083
1686;0.112155681460665
1687;0.110266552236185
1688;0.108092053888719
1689;0.105194864523932
1690;0.101687810486757
1691;0.0980490118704056
1692;0.0946893772458153
1693;0.0916092341762551
1694;0.0882758477189514
1695;0.0836911497701744
1696;0.0777121603315749
1697;0.0722245095393326
1698;0.0680932791205442
1699;0.0635992753127721
1700;0.0564608556453987
1701;0.0482540073083237
1702;0.04269512195364
1703;0.0392665780191392
1704;0.0358474327448668
1705;0.0319401288838361
1706;0.0281635255345769
1707;0.0252462022234676
1708;0.0230882151224689
1709;0.0214969341986102
1710;0.0204010777250956
1711;0.0195295318820725
1712;0.0186203966227994
1713;0.0177770939774613
1714;0.0172540896903852
1715;0.0169877175109565
1716;0.0167120780546122
1717;0.0165033846474483
1718;0.0166253151158082
1719;0.0169446094699928
