#Datum: 21.01.2016 16:19:44
#Quelle: erdnussoel_ohnespacer

#Daten:
cm-1;%T
1100;39,2240125882103
1101;39,6101522864049
1102;40,0181491008044
1103;40,4431573725394
1104;40,8951891356445
1105;41,3522743676038
1106;41,771329141467
1107;42,136499507048
1108;42,4526538807535
1109;42,7031223076475
1110;42,8604912608202
1111;42,9309216033499
1112;42,9447316674697
1113;42,911733585015
1114;42,8288185598223
1115;42,7236236567899
1116;42,6459338817347
1117;42,6212067662507
1118;42,6551242219426
1119;42,7744691385412
1120;43,0154252329071
1121;43,3766551041415
1122;43,8268954274827
1123;44,3482094813189
1124;44,9275185195602
1125;45,5169395406725
1126;46,0477000455795
1127;46,4774084847045
1128;46,7881650945399
1129;46,9509213171971
1130;46,9336265461755
1131;46,7395897188534
1132;46,3999837088008
1133;45,9325074620141
1134;45,3443805411054
1135;44,6702454230162
1136;43,9653938749318
1137;43,2627397117859
1138;42,5752614260372
1139;41,935169246417
1140;41,3859432466742
1141;40,9371371613107
1142;40,5689395466806
1143;40,2762712368477
1144;40,0643773907655
1145;39,9078660772831
1146;39,7617436082053
1147;39,6091797097711
1148;39,455872657455
1149;39,2867510364854
1150;39,0747987327592
1151;38,8252900593283
1152;38,5657305998428
1153;38,29852909438
1154;38,0076617047013
1155;37,7039381943031
1156;37,417615324537
1157;37,1532900875363
1158;36,8989927260876
1159;36,6724977672371
1160;36,5100823193185
1161;36,4162159233059
1162;36,3722274931631
1163;36,3854741628555
1164;36,48090411613
1165;36,653441695174
1166;36,8775401919625
1167;37,1545567850308
1168;37,503650064898
1169;37,9158859888428
1170;38,3641456238341
1171;38,8484699269358
1172;39,3858725412328
1173;39,9657669151216
1174;40,5606732532581
1175;41,1700198007877
1176;41,809470727422
1177;42,4686067237731
1178;43,1219786713778
1179;43,7704904843661
1180;44,4309117419679
1181;45,0954257384185
1182;45,74125574243
1183;46,3701843645013
1184;47,0000863195264
1185;47,6269377401517
1186;48,2327680294307
1187;48,8221223904705
1188;49,4141267806063
1189;50,0069805948624
1190;50,5854984307038
1191;51,1551235331061
1192;51,7342894750243
1193;52,3206357311049
1194;52,8969137640606
1195;53,4629847188118
1196;54,0310582368838
1197;54,5957578038702
1198;55,1386306427476
1199;55,6563906863572
1200;56,1565159047655
1201;56,6312907759588
1202;57,0641567963517
1203;57,4563443042919
1204;57,8212065022769
1205;58,157846835887
1206;58,455677290766
1207;58,7197439339698
1208;58,96671547545
1209;59,2001619611328
1210;59,4137991418354
1211;59,6144831137239
1212;59,816786376502
1213;60,017480792958
1214;60,1992943383434
1215;60,3567510882701
1216;60,495082371378
1217;60,6080742990159
1218;60,6816829383785
1219;60,7174244178394
1220;60,7293339782878
1221;60,719727404302
1222;60,6800692262814
1223;60,6135101037506
1224;60,533827005324
1225;60,4436452493388
1226;60,3368467355236
1227;60,2212208752616
1228;60,1150977182811
1229;60,0223309473018
1230;59,9334746723461
1231;59,8493374940285
1232;59,7797097784923
1233;59,7216811644364
1234;59,6640242058743
1235;59,611644910434
1236;59,5825711989087
1237;59,5832184547947
1238;59,610505152727
1239;59,6752202434705
1240;59,7975734130554
1241;59,981401413486
1242;60,2170990255161
1243;60,5064626689466
1244;60,860038033254
1245;61,2736935185868
1246;61,7310049769363
1247;62,223462646796
1248;62,7451827216656
1249;63,2724196770912
1250;63,7706507546453
1251;64,2199442284463
1252;64,6169354528969
1253;64,9579491368973
1254;65,2399831757323
1255;65,4755506093186
1256;65,687768757819
1257;65,8904147669379
1258;66,0866493095262
1259;66,2827611527841
1260;66,4856592153156
1261;66,6893729463972
1262;66,8817267252663
1263;67,0639188056366
1264;67,24911478621
1265;67,4441750018924
1266;67,6478472670973
1267;67,8631812223042
1268;68,0943475571255
1269;68,3318873292548
1270;68,5560658156357
1271;68,7539177773541
1272;68,9209969502861
1273;69,0509215874789
1274;69,1395887541961
1275;69,1994350337159
1276;69,2555031145998
1277;69,3266201765988
1278;69,4223308782212
1279;69,5565386618664
1280;69,7484315253902
1281;70,0077695901384
1282;70,3310692341988
1283;70,7106318588664
1284;71,1340206958098
1285;71,5758733281783
1286;72,0035140257451
1287;72,391764505939
1288;72,7260394427238
1289;72,9960524159321
1290;73,197951134058
1291;73,3425962308236
1292;73,4519956357181
1293;73,5446179745364
1294;73,6292322312081
1295;73,7109644481964
1296;73,7932104232865
1297;73,8728094026854
1298;73,9436244215922
1299;74,0081626700241
1300;74,0788276659185
1301;74,166368137107
1302;74,2739597616789
1303;74,4020619255866
1304;74,5496959630338
1305;74,7087957447076
1306;74,8651324263754
1307;75,0077668812002
1308;75,132791030266
1309;75,2381165847963
1310;75,3215401351435
1311;75,385993692255
1312;75,439493086005
1313;75,4877095985803
1314;75,5311600268777
1315;75,5709689061482
1316;75,611990827551
1317;75,6592595864017
1318;75,717372733167
1319;75,7948689935948
1320;75,902955570258
1321;76,0473102701929
1322;76,2259290162629
1323;76,4353249330999
1324;76,6731144003611
1325;76,9333193244501
1326;77,2034910111807
1327;77,4677681572189
1328;77,7105826369588
1329;77,9180077715684
1330;78,0793536687825
1331;78,1905709741119
1332;78,2539982721544
1333;78,2733983639724
1334;78,2502846170443
1335;78,1862340294225
1336;78,0852905430546
1337;77,9514345535846
1338;77,7876933340408
1339;77,6032747736836
1340;77,4183788714756
1341;77,2539097539851
1342;77,1166510522836
1343;76,9990749038827
1344;76,8893042056355
1345;76,7776942001562
1346;76,659906892394
1347;76,5396023955928
1348;76,4267662379838
1349;76,3309607231329
1350;76,2571538433335
1351;76,2079313617012
1352;76,1844278349975
1353;76,1831847688491
1354;76,1949241825009
1355;76,2108984513293
1356;76,2248172962029
1357;76,2311216367735
1358;76,2248779647892
1359;76,2048677035943
1360;76,1744064183628
1361;76,1379755377826
1362;76,0991065361621
1363;76,0617957313053
1364;76,0287246033934
1365;75,9980176355384
1366;75,9660070949733
1367;75,9323741204768
1368;75,9001958046346
1369;75,8706843929117
1370;75,8357604014873
1371;75,7724028375685
1372;75,6406600331882
1373;75,390031254447
1374;74,9870077071141
1375;74,4625077490706
1376;73,9313664469537
1377;73,5609657839277
1378;73,5150163397112
1379;73,8833619414209
1380;74,6211247248078
1381;75,5759535500583
1382;76,5874694013568
1383;77,547185769592
1384;78,403652449289
1385;79,159243726028
1386;79,8504958961195
1387;80,500403465015
1388;81,0929728841622
1389;81,6030654475535
1390;82,0264295390546
1391;82,366477012465
1392;82,6204984518708
1393;82,7921903765506
1394;82,8965864404934
1395;82,9456683398443
1396;82,9449548754243
1397;82,9060261765252
1398;82,8407566418065
1399;82,753425107191
1400;82,6553478923505
1401;82,5793159549099
1402;82,5638453998234
1403;82,6327509423915
1404;82,7935933322163
1405;83,034016516276
1406;83,3081128207415
1407;83,5375122242924
1408;83,6478337853018
1409;83,6037184551958
1410;83,3990035004946
1411;83,0330735442618
1412;82,5207317553257
1413;81,9192003878772
1414;81,3122265393111
1415;80,7724822565802
1416;80,3537966765081
1417;80,1027062218315
1418;80,0612309074179
1419;80,2386868638358
1420;80,5624798514892
1421;80,9182984708221
1422;81,246858477797
1423;81,5245267009294
1424;81,7096587257403
1425;81,7631764925003
1426;81,6815304432997
1427;81,4637203885309
1428;81,0927025477993
1429;80,5782584179988
1430;79,9709381788075
1431;79,3219915141815
1432;78,6690332263598
1433;78,0536734902745
1434;77,4957613581864
1435;76,9619673590494
1436;76,4053829023862
1437;75,8454918905556
1438;75,3531346797356
1439;74,9436945104894
1440;74,5800630000589
1441;74,2355050586894
1442;73,9075249099389
1443;73,596500714869
1444;73,2997329480438
1445;73,0126475709725
1446;72,7156107750039
1447;72,3663944780315
1448;71,9241590852451
1449;71,3685734853466
1450;70,6669035663726
1451;69,7629831614122
1452;68,6457318032528
1453;67,4068421394903
1454;66,1694870102667
1455;64,9986377019591
1456;63,9523491650405
1457;63,1625805196133
1458;62,6988133802647
1459;62,4291366089368
1460;62,2022962613574
1461;61,9594895479163
1462;61,6714379872666
1463;61,3124163697627
1464;60,9094398732639
1465;60,6094902398267
1466;60,7011939167486
1467;61,5234054957792
1468;63,2971255124682
1469;65,9916657223894
1470;69,3611708363667
1471;73,1186681693519
1472;76,9463520221964
1473;80,33757530192
1474;82,8411145132557
