#Datum: 21.01.2016 16:19:44
#Quelle: untergrund_fluessigkeit

#Daten:
cm-1 Egy
1100 37,6058861198902
1101 37,7173507022213
1102 37,813926323718
1103 37,9025553252345
1104 38,0025114096997
1105 38,1078455984994
1106 38,1990190593774
1107 38,2823327536487
1108 38,3785446547495
1109 38,4834638100936
1110 38,5788112348594
1111 38,6709562075671
1112 38,7799284672212
1113 38,8995980762344
1114 39,011404642059
1115 39,1226177481345
1116 39,2535672104757
1117 39,3976136049574
1118 39,5333290576838
1119 39,6653495348007
1120 39,813211190859
1121 39,970943968971
1122 40,1183695222252
1123 40,2609315894326
1124 40,4179613697059
1125 40,5830234790666
1126 40,7359534303353
1127 40,8827523506164
1128 41,0436574494094
1129 41,2129567679872
1130 41,3704798732323
1131 41,5218951865246
1132 41,68654909656
1133 41,8565727998419
1134 42,0096492826514
1135 42,1506570230439
1136 42,2992773909142
1137 42,4485531823218
1138 42,5774081065817
1139 42,6923354449805
1140 42,8155080135346
1141 42,9433653157031
1142 43,058003945419
1143 43,1672348711879
1144 43,2910579397182
1145 43,4203331956128
1146 43,5317265193235
1147 43,6319866840935
1148 43,7448702359076
1149 43,8670420356998
1150 43,9793740882644
1151 44,0887412288319
1152 44,2147889089714
1153 44,3479870043882
1154 44,4645102617889
1155 44,5709804061439
1156 44,6912395547631
1157 44,8205165503229
1158 44,9365143785675
1159 45,0437926410709
1160 45,1626331281121
1161 45,2862992002661
1162 45,3944796655268
1163 45,4964969766266
1164 45,616334866417
1165 45,747696941402
1166 45,8676616782828
1167 45,9821629476329
1168 46,112924186885
1169 46,2519267899089
1170 46,3752365367417
1171 46,4897789707987
1172 46,6200597227013
1173 46,7605796102276
1174 46,887966124552
1175 47,0072982652327
1176 47,1391386384127
1177 47,2742673685346
1178 47,389612475354
1179 47,4964311874377
1180 47,6263316485752
1181 47,7794538284575
1182 47,9320975922931
1183 48,0830928249627
1184 48,2460666402336
1185 48,4084489651808
1186 48,5463946816428
1187 48,669964396601
1188 48,8063700366526
1189 48,9505506429882
1190 49,0796459963517
1191 49,2014840076043
1192 49,3394966906518
1193 49,4848680042528
1194 49,6128974534451
1195 49,7324019046494
1196 49,8696691423071
1197 50,0176031694873
1198 50,1505917156527
1199 50,2753105281291
1200 50,4165954603314
1201 50,5659876938046
1202 50,6968614021232
1203 50,8161851449479
1204 50,9491657883765
1205 51,0883509534901
1206 51,208711794444
1207 51,3186186412394
1208 51,4445107550782
1209 51,5789670943474
1210 51,6951618412163
1211 51,799940601861
1212 51,9198761939671
1213 52,0483451084789
1214 52,1598589205287
1215 52,2624363043786
1216 52,3818387102447
1217 52,508552678903
1218 52,6155630268796
1219 52,7116060367092
1220 52,8238137719838
1221 52,9438343084307
1222 53,0448392093445
1223 53,1356486048923
1224 53,2433631891254
1225 53,358663202522
1226 53,4526233845157
1227 53,5328333991656
1228 53,627753145171
1229 53,731294800947
1230 53,8187260256869
1231 53,9007785726911
1232 54,0056859968093
1233 54,1238231550111
1234 54,2268557418044
1235 54,3253260345875
1236 54,4505872680226
1237 54,5971600781662
1238 54,73936644889
1239 54,8875360839713
1240 55,0705743771583
1241 55,2799088038768
1242 55,4888419145694
1243 55,7096347764824
1244 55,9727660231992
1245 56,267986890434
1246 56,564670088904
1247 56,8711940927455
1248 57,2145075745817
1249 57,5797458459686
1250 57,9304615914148
1251 58,2701961706094
1252 58,6218452073556
1253 58,9696197922426
1254 59,280260335508
1255 59,5619911626484
1256 59,8418338364186
1257 60,106599884637
1258 60,3271493227336
1259 60,522470347242
1260 60,7367127439317
1261 60,9731033516548
1262 61,2098870435355
1263 61,4609872956284
1264 61,7539158368857
1265 62,0722922615918
1266 62,3767183097991
1267 62,6682575303332
1268 62,9700349804389
1269 63,2668461189956
1270 63,5272779597621
1271 63,7651956474272
1272 64,0131827592481
1273 64,2607195384194
1274 64,4775722803699
1275 64,6758127837717
1276 64,8882194827154
1277 65,1063266857621
1278 65,3007929495973
1279 65,4818795596062
1280 65,6775949506631
1281 65,8749209321217
1282 66,0428026927127
1283 66,1955795469848
1284 66,3655907196384
1285 66,5399646674316
1286 66,6833769151656
1287 66,8066648003918
1288 66,9458363364719
1289 67,0932591979939
1290 67,2164728966941
1291 67,3242545860252
1292 67,4480470825317
